sample	tissue	nucl	subject	pool_id	part	side	rpm	rpm_ratio
FC57_L_Muscle_hFXN_DIA_RNA	Diaphragm	RNA	L	4	DIA		936.6028571428571	1.0214571428571428
FC57_L_Muscle_hFXN_DIA_RNA	Diaphragm	RNA	L	5	DIA		97.96485714285716	0.09655971428571428
FC57_L_Muscle_hFXN_DIA_RNA	Diaphragm	RNA	L	6	DIA		1882.8714285714286	1.5532000000000001
FC57_L_Muscle_hFXN_DIA_RNA	Diaphragm	RNA	L	7	DIA		747.1228571428571	0.6997514285714286
FC57_L_Muscle_hFXN_DIA_RNA	Diaphragm	RNA	L	8	DIA		1849.4142857142858	1.5424857142857142
FC57_L_Muscle_hFXN_DIA_RNA	Diaphragm	RNA	L	9	DIA		520.5057142857144	0.4102171428571428
FC57_L_Muscle_hFXN_DIA_RNA	Diaphragm	RNA	L	10	DIA		1837.1314285714288	1.2979885714285713
FC57_L_Muscle_hFXN_DIA_RNA	Diaphragm	RNA	L	11	DIA		1907.7371428571425	1.2703942857142856
FC57_L_Muscle_hFXN_DIA_RNA	Diaphragm	RNA	L	12	DIA		2052.7971428571427	1.9242571428571429
FC57_L_Muscle_hFXN_DIA_RNA	Diaphragm	RNA	L	13	DIA		3439.342857142857	2.3167714285714283
FC57_L_Muscle_hFXN_DIA_RNA	Diaphragm	RNA	L	14	DIA		794.9342857142855	0.8901542857142857
FC57_L_Muscle_hFXN_DIA_RNA	Diaphragm	RNA	L	15	DIA		736.4342857142857	0.990117142857143
FC57_L_Muscle_hFXN_DIA_RNA	Diaphragm	RNA	L	16	DIA		1337.3485714285716	1.0589028571428571
FC57_L_Muscle_hFXN_DIA_RNA	Diaphragm	RNA	L	18	DIA		22.61685714285714	0.019200857142857148
FC57_L_Muscle_hFXN_GA_DNA	Gastroc	DNA	L	1	GA		894.6828571428572	0.6648142857142858
FC57_L_Muscle_hFXN_GA_DNA	Gastroc	DNA	L	2	GA		1687.32	1.2490342857142858
FC57_L_Muscle_hFXN_GA_DNA	Gastroc	DNA	L	3	GA		863.0600000000001	0.7592942857142857
FC57_L_Muscle_hFXN_GA_DNA	Gastroc	DNA	L	4	GA		633.3914285714286	0.656817142857143
FC57_L_Muscle_hFXN_GA_DNA	Gastroc	DNA	L	5	GA		56.24857142857143	0.05587142857142858
FC57_L_Muscle_hFXN_GA_DNA	Gastroc	DNA	L	6	GA		1498.2399999999998	1.3754457142857144
FC57_L_Muscle_hFXN_GA_DNA	Gastroc	DNA	L	7	GA		780.1625714285715	0.6980714285714285
FC57_L_Muscle_hFXN_GA_DNA	Gastroc	DNA	L	8	GA		1519.788857142857	1.1858837142857144
FC57_L_Muscle_hFXN_GA_DNA	Gastroc	DNA	L	9	GA		1685.214285714286	1.3299485714285713
FC57_L_Muscle_hFXN_GA_DNA	Gastroc	DNA	L	10	GA		1101.9742857142858	0.7284485714285714
FC57_L_Muscle_hFXN_GA_DNA	Gastroc	DNA	L	11	GA		2051.5914285714284	1.1511685714285715
FC57_L_Muscle_hFXN_GA_DNA	Gastroc	DNA	L	12	GA		2843.0334285714284	2.6635902857142857
FC57_L_Muscle_hFXN_GA_DNA	Gastroc	DNA	L	13	GA		1124.384857142857	0.9307731428571427
FC57_L_Muscle_hFXN_GA_DNA	Gastroc	DNA	L	14	GA		1456.1699999999998	1.1202754285714285
FC57_L_Muscle_hFXN_GA_DNA	Gastroc	DNA	L	15	GA		234.2	0.3926857142857143
FC57_L_Muscle_hFXN_GA_DNA	Gastroc	DNA	L	16	GA		1130.997142857143	1.0549682857142857
FC57_L_Muscle_hFXN_GA_DNA	Gastroc	DNA	L	18	GA		219.84	0.1648742857142857
FC57_L_Muscle_hFXN_GA_RNA	Gastroc	RNA	L	1	GA		96.18742857142858	0.06949
FC57_L_Muscle_hFXN_GA_RNA	Gastroc	RNA	L	2	GA		1833.28	1.2869714285714287
FC57_L_Muscle_hFXN_GA_RNA	Gastroc	RNA	L	3	GA		1279.8457142857146	0.995105714285714
FC57_L_Muscle_hFXN_GA_RNA	Gastroc	RNA	L	4	GA		840.1200000000001	0.9258914285714284
FC57_L_Muscle_hFXN_GA_RNA	Gastroc	RNA	L	5	GA		164.426	0.17134114285714283
FC57_L_Muscle_hFXN_GA_RNA	Gastroc	RNA	L	6	GA		1822.2314285714285	1.4936571428571426
FC57_L_Muscle_hFXN_GA_RNA	Gastroc	RNA	L	7	GA		1170.28	1.0944914285714287
FC57_L_Muscle_hFXN_GA_RNA	Gastroc	RNA	L	8	GA		2162.462857142857	1.7918857142857143
FC57_L_Muscle_hFXN_GA_RNA	Gastroc	RNA	L	9	GA		1363.3114285714287	1.0507657142857145
FC57_L_Muscle_hFXN_GA_RNA	Gastroc	RNA	L	10	GA		1721.7599999999998	1.1928599999999998
FC57_L_Muscle_hFXN_GA_RNA	Gastroc	RNA	L	11	GA		1525.2485714285713	1.011594285714286
FC57_L_Muscle_hFXN_GA_RNA	Gastroc	RNA	L	12	GA		1836.0114285714285	1.7816285714285711
FC57_L_Muscle_hFXN_GA_RNA	Gastroc	RNA	L	13	GA		1432.3742857142859	0.975737142857143
FC57_L_Muscle_hFXN_GA_RNA	Gastroc	RNA	L	14	GA		1165.9	1.2616485714285715
FC57_L_Muscle_hFXN_GA_RNA	Gastroc	RNA	L	15	GA		564.3057142857143	0.785202857142857
FC57_L_Muscle_hFXN_GA_RNA	Gastroc	RNA	L	16	GA		1445.3771428571429	1.1423057142857147
FC57_L_Muscle_hFXN_GA_RNA	Gastroc	RNA	L	18	GA		6.444857142857143	0.003634
FC57_L_Muscle_hFXN_HRT_DNA	Heart	DNA	L	1	HRT		295.91200000000003	0.22716971428571428
FC57_L_Muscle_hFXN_HRT_DNA	Heart	DNA	L	2	HRT		1511.1971428571428	1.09352
FC57_L_Muscle_hFXN_HRT_DNA	Heart	DNA	L	3	HRT		1202.7600000000002	0.9225257142857144
FC57_L_Muscle_hFXN_HRT_DNA	Heart	DNA	L	4	HRT		757.6171428571428	0.9149057142857143
FC57_L_Muscle_hFXN_HRT_DNA	Heart	DNA	L	5	HRT		367.3628571428572	0.4298485714285715
FC57_L_Muscle_hFXN_HRT_DNA	Heart	DNA	L	6	HRT		1595.5742857142857	1.3740857142857141
FC57_L_Muscle_hFXN_HRT_DNA	Heart	DNA	L	7	HRT		1378.682857142857	1.3343657142857146
FC57_L_Muscle_hFXN_HRT_DNA	Heart	DNA	L	8	HRT		1822.2114285714283	1.5039628571428572
FC57_L_Muscle_hFXN_HRT_DNA	Heart	DNA	L	9	HRT		1788.0914285714287	1.5066342857142854
FC57_L_Muscle_hFXN_HRT_DNA	Heart	DNA	L	10	HRT		1758.7600000000002	1.3179942857142855
FC57_L_Muscle_hFXN_HRT_DNA	Heart	DNA	L	11	HRT		1515.977142857143	1.0098685714285713
FC57_L_Muscle_hFXN_HRT_DNA	Heart	DNA	L	12	HRT		1868.9971428571425	1.5039114285714292
FC57_L_Muscle_hFXN_HRT_DNA	Heart	DNA	L	13	HRT		1372.9342857142856	0.9212428571428573
FC57_L_Muscle_hFXN_HRT_DNA	Heart	DNA	L	14	HRT		1110.3342857142857	1.1769228571428574
FC57_L_Muscle_hFXN_HRT_DNA	Heart	DNA	L	15	HRT		549.2368571428572	0.7194657142857144
FC57_L_Muscle_hFXN_HRT_DNA	Heart	DNA	L	16	HRT		1434.0085714285715	1.1842000000000004
FC57_L_Muscle_hFXN_HRT_DNA	Heart	DNA	L	18	HRT		199.64571428571432	0.14058914285714288
FC57_L_Muscle_hFXN_HRT_RNA	Heart	RNA	L	1	HRT		177.35371428571432	0.1277954285714286
FC57_L_Muscle_hFXN_HRT_RNA	Heart	RNA	L	2	HRT		1635.9371428571426	1.04024
FC57_L_Muscle_hFXN_HRT_RNA	Heart	RNA	L	3	HRT		1169.3314285714284	0.8719914285714285
FC57_L_Muscle_hFXN_HRT_RNA	Heart	RNA	L	4	HRT		859.0114285714287	0.9191628571428571
FC57_L_Muscle_hFXN_HRT_RNA	Heart	RNA	L	5	HRT		353.32771428571425	0.3556885714285714
FC57_L_Muscle_hFXN_HRT_RNA	Heart	RNA	L	6	HRT		1661.6028571428574	1.3148457142857137
FC57_L_Muscle_hFXN_HRT_RNA	Heart	RNA	L	7	HRT		1056.2371428571425	0.9596285714285713
FC57_L_Muscle_hFXN_HRT_RNA	Heart	RNA	L	8	HRT		1933.84	1.5684
FC57_L_Muscle_hFXN_HRT_RNA	Heart	RNA	L	9	HRT		1599.6457142857143	1.2106742857142858
FC57_L_Muscle_hFXN_HRT_RNA	Heart	RNA	L	10	HRT		1594.9085714285716	1.06858
FC57_L_Muscle_hFXN_HRT_RNA	Heart	RNA	L	11	HRT		1621.78	1.0100971428571426
FC57_L_Muscle_hFXN_HRT_RNA	Heart	RNA	L	12	HRT		1470.8	1.3293171428571426
FC57_L_Muscle_hFXN_HRT_RNA	Heart	RNA	L	13	HRT		1529.4657142857143	1.0071399999999997
FC57_L_Muscle_hFXN_HRT_RNA	Heart	RNA	L	14	HRT		1145.0028571428568	1.2019257142857145
FC57_L_Muscle_hFXN_HRT_RNA	Heart	RNA	L	15	HRT		711.1285714285713	0.9420571428571425
FC57_L_Muscle_hFXN_HRT_RNA	Heart	RNA	L	16	HRT		1633.5228571428572	1.2228085714285715
FC57_L_Muscle_hFXN_HRT_RNA	Heart	RNA	L	18	HRT		29.443142857142856	0.017683142857142852
FC57_L_Muscle_hFXN_LIV_DNA	Liver	DNA	L	1	LIV		2432.7228571428573	1.9031714285714287
FC57_L_Muscle_hFXN_LIV_DNA	Liver	DNA	L	2	LIV		1302.34	0.9510457142857143
FC57_L_Muscle_hFXN_LIV_DNA	Liver	DNA	L	3	LIV		1460.0542857142857	1.1127885714285715
FC57_L_Muscle_hFXN_LIV_DNA	Liver	DNA	L	4	LIV		277.89457142857145	0.3453857142857144
FC57_L_Muscle_hFXN_LIV_DNA	Liver	DNA	L	5	LIV		675.2228571428572	0.7606599999999999
FC57_L_Muscle_hFXN_LIV_DNA	Liver	DNA	L	6	LIV		1524.4685714285713	1.3006857142857142
FC57_L_Muscle_hFXN_LIV_DNA	Liver	DNA	L	7	LIV		513.1285714285715	0.4956714285714286
FC57_L_Muscle_hFXN_LIV_DNA	Liver	DNA	L	8	LIV		780.4714285714285	0.6526399999999999
FC57_L_Muscle_hFXN_LIV_DNA	Liver	DNA	L	9	LIV		625.3514285714285	0.5262542857142858
FC57_L_Muscle_hFXN_LIV_DNA	Liver	DNA	L	10	LIV		1278.2114285714288	0.9243485714285715
FC57_L_Muscle_hFXN_LIV_DNA	Liver	DNA	L	11	LIV		1290.425714285714	0.8960600000000001
FC57_L_Muscle_hFXN_LIV_DNA	Liver	DNA	L	12	LIV		1305.5657142857142	1.0641942857142856
FC57_L_Muscle_hFXN_LIV_DNA	Liver	DNA	L	13	LIV		1590.0200000000004	1.0555514285714285
FC57_L_Muscle_hFXN_LIV_DNA	Liver	DNA	L	14	LIV		997.7628571428571	1.0396085714285717
FC57_L_Muscle_hFXN_LIV_DNA	Liver	DNA	L	15	LIV		845.6171428571428	1.1223399999999997
FC57_L_Muscle_hFXN_LIV_DNA	Liver	DNA	L	16	LIV		972.4657142857142	0.8110114285714286
FC57_L_Muscle_hFXN_LIV_DNA	Liver	DNA	L	18	LIV		2536.114285714286	1.7911428571428576
FC57_L_Muscle_hFXN_LIV_RNA	Liver	RNA	L	1	LIV		2749.98	1.9926571428571427
FC57_L_Muscle_hFXN_LIV_RNA	Liver	RNA	L	2	LIV		1175.357142857143	0.7769457142857146
FC57_L_Muscle_hFXN_LIV_RNA	Liver	RNA	L	3	LIV		1224.6228571428571	0.9471885714285713
FC57_L_Muscle_hFXN_LIV_RNA	Liver	RNA	L	4	LIV		308.7628571428571	0.3444314285714286
FC57_L_Muscle_hFXN_LIV_RNA	Liver	RNA	L	5	LIV		682.36	0.6790628571428571
FC57_L_Muscle_hFXN_LIV_RNA	Liver	RNA	L	6	LIV		1470.4914285714287	1.1827657142857144
FC57_L_Muscle_hFXN_LIV_RNA	Liver	RNA	L	7	LIV		434.05142857142874	0.3940914285714285
FC57_L_Muscle_hFXN_LIV_RNA	Liver	RNA	L	8	LIV		754.8457142857144	0.6292714285714285
FC57_L_Muscle_hFXN_LIV_RNA	Liver	RNA	L	9	LIV		639.6228571428569	0.4984800000000001
FC57_L_Muscle_hFXN_LIV_RNA	Liver	RNA	L	10	LIV		1171.282857142857	0.7989999999999999
FC57_L_Muscle_hFXN_LIV_RNA	Liver	RNA	L	11	LIV		1242.4828571428575	0.7987542857142856
FC57_L_Muscle_hFXN_LIV_RNA	Liver	RNA	L	12	LIV		1009.0114285714288	0.9461028571428569
FC57_L_Muscle_hFXN_LIV_RNA	Liver	RNA	L	13	LIV		1541.2942857142855	1.0245257142857143
FC57_L_Muscle_hFXN_LIV_RNA	Liver	RNA	L	14	LIV		947.6685714285715	1.0047457142857141
FC57_L_Muscle_hFXN_LIV_RNA	Liver	RNA	L	15	LIV		910.3800000000001	1.2468571428571427
FC57_L_Muscle_hFXN_LIV_RNA	Liver	RNA	L	16	LIV		1075.4571428571428	0.8317142857142859
FC57_L_Muscle_hFXN_LIV_RNA	Liver	RNA	L	18	LIV		2263.074285714286	1.7388285714285712
FC57_L_Muscle_hFXN_QUA_DNA	Quad	DNA	L	1	QUA		700.36	0.5721342857142858
FC57_L_Muscle_hFXN_QUA_DNA	Quad	DNA	L	2	QUA		1807.181142857143	0.9834014285714285
FC57_L_Muscle_hFXN_QUA_DNA	Quad	DNA	L	3	QUA		691.1971428571429	0.44289999999999996
FC57_L_Muscle_hFXN_QUA_DNA	Quad	DNA	L	4	QUA		1198.617142857143	1.0373714285714286
FC57_L_Muscle_hFXN_QUA_DNA	Quad	DNA	L	5	QUA		78.2	0.07954285714285714
FC57_L_Muscle_hFXN_QUA_DNA	Quad	DNA	L	6	QUA		1867.1514285714286	1.3990365714285713
FC57_L_Muscle_hFXN_QUA_DNA	Quad	DNA	L	7	QUA		1324.4014285714286	1.422553714285714
FC57_L_Muscle_hFXN_QUA_DNA	Quad	DNA	L	8	QUA		1790.2371428571428	1.479777142857143
FC57_L_Muscle_hFXN_QUA_DNA	Quad	DNA	L	9	QUA		804.0228571428571	0.5825342857142857
FC57_L_Muscle_hFXN_QUA_DNA	Quad	DNA	L	10	QUA		2857.9297142857145	2.109247428571429
FC57_L_Muscle_hFXN_QUA_DNA	Quad	DNA	L	11	QUA		1805.594285714286	1.4497134285714284
FC57_L_Muscle_hFXN_QUA_DNA	Quad	DNA	L	12	QUA		1380.7114285714285	1.4731971428571433
FC57_L_Muscle_hFXN_QUA_DNA	Quad	DNA	L	13	QUA		1161.6257142857144	0.7239771428571428
FC57_L_Muscle_hFXN_QUA_DNA	Quad	DNA	L	14	QUA		816.8902857142857	0.6741005714285714
FC57_L_Muscle_hFXN_QUA_DNA	Quad	DNA	L	15	QUA		468.53428571428566	0.41592
FC57_L_Muscle_hFXN_QUA_DNA	Quad	DNA	L	16	QUA		1028.0228571428572	0.9578354285714286
FC57_L_Muscle_hFXN_QUA_DNA	Quad	DNA	L	18	QUA		215.9142857142857	0.19514857142857142
FC57_L_Muscle_hFXN_QUA_RNA	Quad	RNA	L	1	QUA		104.19942857142858	0.07798
FC57_L_Muscle_hFXN_QUA_RNA	Quad	RNA	L	2	QUA		1953.7057142857145	1.3406857142857143
FC57_L_Muscle_hFXN_QUA_RNA	Quad	RNA	L	3	QUA		1295.6485714285714	1.0068714285714284
FC57_L_Muscle_hFXN_QUA_RNA	Quad	RNA	L	4	QUA		728.6485714285714	0.8189514285714287
FC57_L_Muscle_hFXN_QUA_RNA	Quad	RNA	L	5	QUA		132.66714285714284	0.13890599999999997
FC57_L_Muscle_hFXN_QUA_RNA	Quad	RNA	L	6	QUA		1763.948571428571	1.423542857142857
FC57_L_Muscle_hFXN_QUA_RNA	Quad	RNA	L	7	QUA		1191.5371428571427	1.1212400000000002
FC57_L_Muscle_hFXN_QUA_RNA	Quad	RNA	L	8	QUA		2308.714285714286	1.925685714285714
FC57_L_Muscle_hFXN_QUA_RNA	Quad	RNA	L	9	QUA		1322.537142857143	0.9948171428571427
FC57_L_Muscle_hFXN_QUA_RNA	Quad	RNA	L	10	QUA		1863.002857142857	1.283745714285714
FC57_L_Muscle_hFXN_QUA_RNA	Quad	RNA	L	11	QUA		1487.485714285714	0.9970971428571427
FC57_L_Muscle_hFXN_QUA_RNA	Quad	RNA	L	12	QUA		1720.0142857142857	1.6560571428571425
FC57_L_Muscle_hFXN_QUA_RNA	Quad	RNA	L	13	QUA		1451.4457142857145	0.9959885714285712
FC57_L_Muscle_hFXN_QUA_RNA	Quad	RNA	L	14	QUA		1029.3542857142857	1.1152342857142856
FC57_L_Muscle_hFXN_QUA_RNA	Quad	RNA	L	15	QUA		604.0485714285714	0.8318257142857144
FC57_L_Muscle_hFXN_QUA_RNA	Quad	RNA	L	16	QUA		1380.9628571428573	1.0816085714285717
FC57_L_Muscle_hFXN_QUA_RNA	Quad	RNA	L	18	QUA		11.143142857142855	0.007873714285714286
FC57_L_Muscle_hFXN_TA_DNA	TA	DNA	L	1	TA		961.1057142857144	0.8590585714285714
FC57_L_Muscle_hFXN_TA_DNA	TA	DNA	L	2	TA		1313.0494285714285	1.006663714285714
FC57_L_Muscle_hFXN_TA_DNA	TA	DNA	L	3	TA		974.3457142857143	0.7947285714285713
FC57_L_Muscle_hFXN_TA_DNA	TA	DNA	L	4	TA		856.6554285714284	1.1131439999999997
FC57_L_Muscle_hFXN_TA_DNA	TA	DNA	L	5	TA		206.87142857142857	0.24392
FC57_L_Muscle_hFXN_TA_DNA	TA	DNA	L	6	TA		1322.7665714285718	1.1675345714285716
FC57_L_Muscle_hFXN_TA_DNA	TA	DNA	L	7	TA		1297.5588571428573	1.1240025714285715
FC57_L_Muscle_hFXN_TA_DNA	TA	DNA	L	8	TA		1767.8742857142856	1.4888371428571425
FC57_L_Muscle_hFXN_TA_DNA	TA	DNA	L	9	TA		1070.76	0.9177742857142858
FC57_L_Muscle_hFXN_TA_DNA	TA	DNA	L	10	TA		1814.4285714285713	1.2466
FC57_L_Muscle_hFXN_TA_DNA	TA	DNA	L	11	TA		1444.6534285714285	0.9610417142857143
FC57_L_Muscle_hFXN_TA_DNA	TA	DNA	L	12	TA		2010.3228571428572	1.6438800000000005
FC57_L_Muscle_hFXN_TA_DNA	TA	DNA	L	13	TA		1877.3971428571426	1.1219285714285716
FC57_L_Muscle_hFXN_TA_DNA	TA	DNA	L	14	TA		1006.9345714285712	0.852788857142857
FC57_L_Muscle_hFXN_TA_DNA	TA	DNA	L	15	TA		451.8725714285714	0.5678245714285712
FC57_L_Muscle_hFXN_TA_DNA	TA	DNA	L	16	TA		1130.1085714285714	0.9155142857142857
FC57_L_Muscle_hFXN_TA_DNA	TA	DNA	L	18	TA		471.8251428571429	0.35556
FC57_L_Muscle_hFXN_TA_RNA	TA	RNA	L	1	TA		125.47457142857142	0.09345428571428571
FC57_L_Muscle_hFXN_TA_RNA	TA	RNA	L	2	TA		1691.9342857142854	1.1408057142857149
FC57_L_Muscle_hFXN_TA_RNA	TA	RNA	L	3	TA		914.4485714285713	0.7077657142857144
FC57_L_Muscle_hFXN_TA_RNA	TA	RNA	L	4	TA		933.2542857142857	1.013402857142857
FC57_L_Muscle_hFXN_TA_RNA	TA	RNA	L	5	TA		121.10828571428571	0.12070000000000003
FC57_L_Muscle_hFXN_TA_RNA	TA	RNA	L	6	TA		1691.4771428571428	1.3978257142857142
FC57_L_Muscle_hFXN_TA_RNA	TA	RNA	L	7	TA		971.3114285714286	0.9043200000000002
FC57_L_Muscle_hFXN_TA_RNA	TA	RNA	L	8	TA		2138.0142857142855	1.7560600000000002
FC57_L_Muscle_hFXN_TA_RNA	TA	RNA	L	9	TA		987.16	0.7643685714285714
FC57_L_Muscle_hFXN_TA_RNA	TA	RNA	L	10	TA		2253.3714285714286	1.555885714285714
FC57_L_Muscle_hFXN_TA_RNA	TA	RNA	L	11	TA		1328.465714285714	0.877622857142857
FC57_L_Muscle_hFXN_TA_RNA	TA	RNA	L	12	TA		1763.18	1.6484857142857139
FC57_L_Muscle_hFXN_TA_RNA	TA	RNA	L	13	TA		2257.8399999999997	1.5327142857142853
FC57_L_Muscle_hFXN_TA_RNA	TA	RNA	L	14	TA		1068.6200000000001	1.1518828571428574
FC57_L_Muscle_hFXN_TA_RNA	TA	RNA	L	15	TA		563.2457142857143	0.7794714285714285
FC57_L_Muscle_hFXN_TA_RNA	TA	RNA	L	16	TA		1428.7057142857143	1.1531914285714289
FC57_L_Muscle_hFXN_TA_RNA	TA	RNA	L	18	TA		11.506857142857141	0.00827342857142857
FC57_L_Muscle_hFXN_TRI_DNA	Triceps	DNA	L	1	TRI		278.768	0.22540257142857145
FC57_L_Muscle_hFXN_TRI_DNA	Triceps	DNA	L	2	TRI		1332.9045714285714	0.8739928571428572
FC57_L_Muscle_hFXN_TRI_DNA	Triceps	DNA	L	3	TRI		996.6077142857142	0.8375791428571429
FC57_L_Muscle_hFXN_TRI_DNA	Triceps	DNA	L	4	TRI		592.2825714285714	0.8253657142857141
FC57_L_Muscle_hFXN_TRI_DNA	Triceps	DNA	L	5	TRI		6.2377142857142855	0.016792285714285718
FC57_L_Muscle_hFXN_TRI_DNA	Triceps	DNA	L	6	TRI		1184.2268571428572	0.9631682857142859
FC57_L_Muscle_hFXN_TRI_DNA	Triceps	DNA	L	7	TRI		1217.1471428571426	1.0999942857142857
FC57_L_Muscle_hFXN_TRI_DNA	Triceps	DNA	L	8	TRI		2376.042857142857	2.0987914285714284
FC57_L_Muscle_hFXN_TRI_DNA	Triceps	DNA	L	9	TRI		1216.3528571428574	0.9400422857142857
FC57_L_Muscle_hFXN_TRI_DNA	Triceps	DNA	L	10	TRI		2342.2034285714285	1.6929614285714283
FC57_L_Muscle_hFXN_TRI_DNA	Triceps	DNA	L	11	TRI		1839.6914285714286	1.0620028571428572
FC57_L_Muscle_hFXN_TRI_DNA	Triceps	DNA	L	12	TRI		2231.56	1.7931999999999997
FC57_L_Muscle_hFXN_TRI_DNA	Triceps	DNA	L	13	TRI		1605.8728571428571	1.1816939999999998
FC57_L_Muscle_hFXN_TRI_DNA	Triceps	DNA	L	14	TRI		1137.428	1.1765288571428572
FC57_L_Muscle_hFXN_TRI_DNA	Triceps	DNA	L	15	TRI		374.47342857142854	0.4471542857142857
FC57_L_Muscle_hFXN_TRI_DNA	Triceps	DNA	L	16	TRI		1238.3142857142857	1.0707657142857143
FC57_L_Muscle_hFXN_TRI_DNA	Triceps	DNA	L	18	TRI		362.4797142857143	0.2914808571428571
FC57_L_Muscle_hFXN_TRI_RNA	Triceps	RNA	L	1	TRI		88.0682857142857	0.060627999999999994
FC57_L_Muscle_hFXN_TRI_RNA	Triceps	RNA	L	2	TRI		1783.8799999999999	1.2247685714285712
FC57_L_Muscle_hFXN_TRI_RNA	Triceps	RNA	L	3	TRI		984.1171428571428	0.7771314285714285
FC57_L_Muscle_hFXN_TRI_RNA	Triceps	RNA	L	4	TRI		864.0457142857144	0.9799828571428573
FC57_L_Muscle_hFXN_TRI_RNA	Triceps	RNA	L	5	TRI		117.69685714285713	0.11781428571428566
FC57_L_Muscle_hFXN_TRI_RNA	Triceps	RNA	L	6	TRI		1717.3457142857142	1.4053085714285714
FC57_L_Muscle_hFXN_TRI_RNA	Triceps	RNA	L	7	TRI		1075.8199999999997	0.9940885714285715
FC57_L_Muscle_hFXN_TRI_RNA	Triceps	RNA	L	8	TRI		2215.342857142857	1.8447714285714287
FC57_L_Muscle_hFXN_TRI_RNA	Triceps	RNA	L	9	TRI		1154.185714285714	0.8789485714285715
FC57_L_Muscle_hFXN_TRI_RNA	Triceps	RNA	L	10	TRI		2006.5457142857144	1.3784000000000003
FC57_L_Muscle_hFXN_TRI_RNA	Triceps	RNA	L	11	TRI		1490.6171428571427	1.0017914285714284
FC57_L_Muscle_hFXN_TRI_RNA	Triceps	RNA	L	12	TRI		1827.8428571428572	1.781
FC57_L_Muscle_hFXN_TRI_RNA	Triceps	RNA	L	13	TRI		1790.2	1.2178828571428575
FC57_L_Muscle_hFXN_TRI_RNA	Triceps	RNA	L	14	TRI		1140.7571428571425	1.2185257142857144
FC57_L_Muscle_hFXN_TRI_RNA	Triceps	RNA	L	15	TRI		685.0114285714285	0.9070485714285715
FC57_L_Muscle_hFXN_TRI_RNA	Triceps	RNA	L	16	TRI		1435.182857142857	1.1606257142857144
FC57_L_Muscle_hFXN_TRI_RNA	Triceps	RNA	L	18	TRI		6.450285714285714	0.0046585714285714295
FC57_QU_1218_RNA	Quad	RNA	1218	1			141.086	0.10524228571428573
FC57_QU_1218_RNA	Quad	RNA	1218	2			1935.2942857142855	1.3408285714285715
FC57_QU_1218_RNA	Quad	RNA	1218	3			1607.514285714286	1.2681885714285712
FC57_QU_1218_RNA	Quad	RNA	1218	4			1113.8000000000002	1.213374285714286
FC57_QU_1218_RNA	Quad	RNA	1218	5			571.4828571428571	0.6250314285714286
FC57_QU_1218_RNA	Quad	RNA	1218	6			1785.4285714285713	1.485742857142857
FC57_QU_1218_RNA	Quad	RNA	1218	7			1300.5828571428572	1.2393828571428571
FC57_QU_1218_RNA	Quad	RNA	1218	8			2830.38	2.2624
FC57_QU_1218_RNA	Quad	RNA	1218	9			1189.3742857142856	0.9266857142857142
FC57_QU_1218_RNA	Quad	RNA	1218	10			2021.1285714285714	1.3179714285714288
FC57_QU_1218_RNA	Quad	RNA	1218	11			1721.0228571428568	1.1515028571428574
FC57_QU_1218_RNA	Quad	RNA	1218	12			1559.2457142857143	1.2265399999999997
FC57_QU_1218_RNA	Quad	RNA	1218	13			283.57399999999996	0.19655342857142857
FC57_QU_1218_RNA	Quad	RNA	1218	14			728.1885714285715	0.8063400000000001
FC57_QU_1218_RNA	Quad	RNA	1218	15			721.1914285714286	0.9254400000000002
FC57_QU_1218_RNA	Quad	RNA	1218	16			1341.162857142857	1.0277599999999998
FC57_QU_1218_RNA	Quad	RNA	1218	18			54.04371428571428	0.03922771428571429
FC57_R_Muscle_hFXN_AB_DNA	Abdominal	DNA	R	1	AB		0.0	0.0
FC57_R_Muscle_hFXN_AB_DNA	Abdominal	DNA	R	2	AB		1033.1314285714286	0.5936914285714286
FC57_R_Muscle_hFXN_AB_DNA	Abdominal	DNA	R	3	AB		670.4571428571429	0.6973142857142857
FC57_R_Muscle_hFXN_AB_DNA	Abdominal	DNA	R	4	AB		610.8857142857142	0.46848571428571434
FC57_R_Muscle_hFXN_AB_DNA	Abdominal	DNA	R	5	AB		64.42857142857143	0.23014285714285712
FC57_R_Muscle_hFXN_AB_DNA	Abdominal	DNA	R	6	AB		1151.057142857143	1.0887428571428572
FC57_R_Muscle_hFXN_AB_DNA	Abdominal	DNA	R	7	AB		658.1428571428571	0.5525142857142857
FC57_R_Muscle_hFXN_AB_DNA	Abdominal	DNA	R	8	AB		1439.057142857143	1.1729142857142858
FC57_R_Muscle_hFXN_AB_DNA	Abdominal	DNA	R	9	AB		729.4857142857143	0.5011714285714286
FC57_R_Muscle_hFXN_AB_DNA	Abdominal	DNA	R	10	AB		1103.0	0.9062
FC57_R_Muscle_hFXN_AB_DNA	Abdominal	DNA	R	11	AB		1218.4	0.7153714285714285
FC57_R_Muscle_hFXN_AB_DNA	Abdominal	DNA	R	12	AB		1089.3714285714286	0.7254857142857143
FC57_R_Muscle_hFXN_AB_DNA	Abdominal	DNA	R	13	AB		240.82857142857142	0.08994285714285714
FC57_R_Muscle_hFXN_AB_DNA	Abdominal	DNA	R	14	AB		195.14285714285714	0.12591428571428573
FC57_R_Muscle_hFXN_AB_DNA	Abdominal	DNA	R	15	AB		0.0	0.0
