Muscle_hFXN_vL	0.989	6076520	6011878	50841	5918251	3329
M355_Muscle_hFXN_DIA_2_RNA	0.989	3531732	3491699	26234	3450265	2503
M355_Muscle_hFXN_LIV_2_RNA	0.987	3798608	3750432	43766	3673031	2635
M355_Muscle_hFXN_HRT_3_RNA	0.986	4154025	4095735	32690	4031477	2607
M355_Muscle_hFXN_LIV_4_RNA	0.986	4669155	4603123	39450	4530878	3511
M355_Muscle_hFXN_LIV_1_RNA	0.987	4803954	4742052	47640	4656864	3159
M355_Muscle_hFXN_LIV_3_RNA	0.988	4854842	4797434	45614	4716881	3578
M355_Muscle_hFXN_DIA_1_RNA	0.987	5149391	5080382	35765	5022876	3686
M355_Muscle_hFXN_L_HAM_RNA	0.986	5680338	5602552	42597	5534918	4489
M355_Muscle_hFXN_HRT_1_RNA	0.988	6140695	6068517	42058	5990498	4286
M355_Muscle_hFXN_L_PM_RNA	0.987	6081470	6000699	43185	5927642	4611
M355_Muscle_hFXN_AB_1_RNA	0.988	6212605	6137764	56362	6042874	4805
M355_Muscle_hFXN_AB_2_RNA	0.989	6318980	6250111	49516	6166187	4819
M355_Muscle_hFXN_HRT_2_RNA	0.987	6432668	6346437	41446	6270517	4712
M355_Muscle_hFXN_L_GA_RNA	0.987	6413676	6330596	44998	6244691	4411
M355_Muscle_hFXN_L_BIC_RNA	0.987	6490016	6407004	42431	6332535	4552
M355_Muscle_hFXN_R_GA_1_RNA	0.988	4484198	4432088	34486	4368193	3254
M355_Muscle_hFXN_R_QUA_2_RNA	0.990	3269591	3235740	35776	3172653	2098
M355_Muscle_hFXN_L_TA_RNA	0.987	5783595	5707128	40661	5644525	4101
M355_Muscle_hFXN_L_QUA_RNA	0.987	6059287	5981890	42328	5911872	4480
M355_Muscle_hFXN_R_GA_2_RNA	0.989	5213526	5154990	39377	5079824	3546
M355_Muscle_hFXN_R_HAM_1_RNA	0.988	5278275	5214218	51840	5133561	4246
M355_Muscle_hFXN_R_HAM_2_RNA	0.989	4825899	4772779	42857	4705560	3638
M355_Muscle_hFXN_R_QUA_1_RNA	0.988	4372059	4321531	47254	4241241	3199
M355_Muscle_hFXN_R_BIC_1_RNA	0.988	6615838	6537352	41992	6471070	4074
M355_Muscle_hFXN_R_BIC_2_RNA	0.989	6759685	6683944	41670	6617195	4044
M355_Muscle_hFXN_L_TRI_RNA	0.986	7258664	7160541	51672	7064924	4942
M355_Muscle_hFXN_R_TA_2_RNA	0.989	5229526	5172883	40999	5110176	3252
M355_Muscle_hFXN_R_TA_1_RNA	0.988	5577722	5512507	50035	5437381	3852
M355_Muscle_hFXN_R_PM_1_RNA	0.988	5945352	5872556	41294	5808869	3715
M355_Muscle_hFXN_R_TRI_1_RNA	0.988	5838574	5768834	44441	5685931	4079
M355_Muscle_hFXN_R_PM_2_RNA	0.988	6754084	6674896	44866	6605754	4174
M355_Muscle_hFXN_R_TRI_2_RNA	0.988	6246634	6171978	44250	6091321	4563
