Muscle_hFXN_vL	0.991	295476	292956	5188	288113	851
FC57_L_Muscle_hFXN_LIV_DNA	0.987	276841	273175	3982	268319	853
FC57_R_Muscle_hFXN_DIA_DNA	0.992	311248	308819	5683	303260	759
FC57_L_Muscle_hFXN_TA_DNA	0.987	322306	318038	3608	314646	586
FC57_L_Muscle_hFXN_AB_DNA	0.976	326641	318934	2413	316065	199
FC57_L_Muscle_hFXN_QUA_DNA	0.992	350902	348253	3330	344646	373
FC57_R_Muscle_hFXN_AB_DNA	0.865	349348	302053	2193	298818	102
FC57_L_Muscle_hFXN_DIA_DNA	0.991	365138	361767	5794	356271	845
FC57_L_Muscle_hFXN_HRT_DNA	0.989	378384	374245	4839	369775	1019
FC57_L_Muscle_hFXN_GA_DNA	0.987	393238	388073	3272	384348	305
FC57_L_Muscle_hFXN_TRI_DNA	0.992	396995	393861	4542	389350	634
FC57_R_Muscle_hFXN_LIV_DNA	0.987	280565	276930	3909	271946	858
FC57_R_Muscle_hFXN_HRT_DNA	0.990	322942	319572	4761	315269	949
FC57_R_Muscle_hFXN_QUA_DNA	0.985	334495	329546	3742	325551	427
FC57_R_Muscle_hFXN_TA_DNA	0.978	338353	331023	4041	326914	488
FC57_R_Muscle_hFXN_GA_DNA	0.987	435023	429334	4630	424561	621
FC57_R_Muscle_hFXN_TRI_DNA	0.989	526930	521115	6403	514371	683
MC57_L_Muscle_hFXN_AB_DNA	0.682	238259	162573	1069	160934	33
MC57_L_Muscle_hFXN_LIV_DNA	0.987	186220	183829	2851	180782	853
MC57_L_Muscle_hFXN_DIA_DNA	0.991	294621	292000	4798	287314	634
MC57_L_Muscle_hFXN_HRT_DNA	0.989	301032	297840	3904	294509	898
MC57_R_Muscle_hFXN_AB_DNA	0.731	274389	200512	1333	198409	52
MC57_L_Muscle_hFXN_QUA_DNA	0.988	303290	299584	2726	296546	251
MC57_L_Muscle_hFXN_GA_DNA	0.986	352929	347960	3212	344607	367
MC57_L_Muscle_hFXN_TRI_DNA	0.977	307964	300738	2311	297328	77
MC57_R_Muscle_hFXN_DIA_DNA	0.993	244518	242717	4787	238262	741
MC57_L_Muscle_hFXN_TA_DNA	0.980	338982	332112	3366	328571	335
MC57_R_Muscle_hFXN_TA_DNA	0.875	202716	177424	1869	175271	127
MC57_R_Muscle_hFXN_LIV_DNA	0.987	260453	256991	4086	251920	842
MC57_R_Muscle_hFXN_GA_DNA	0.976	310945	303551	2724	300413	222
MC57_R_Muscle_hFXN_HRT_DNA	0.987	305673	301680	4258	297879	813
MC57_R_Muscle_hFXN_QUA_DNA	0.981	294609	289092	3304	285729	424
MC57_R_Muscle_hFXN_TRI_DNA	0.974	260720	253943	3163	250672	353
