sample	tissue	nucl	subject	pool_id	rpm	rpm_ratio
M135_RPE_RNA	SPL	RNA	M148	6		
M135_RPE_RNA	SPL	RNA	M148	7		
M135_RPE_RNA	SPL	RNA	M148	8		
M135_RPE_RNA	SPL	RNA	M148	9		
M135_RPE_RNA	SPL	RNA	M148	10		
M135_RPE_RNA	SPL	RNA	M148	11		
M135_RPE_RNA	SPL	RNA	M148	12		
M135_RPE_RNA	SPL	RNA	M148	13		
M135_RPE_RNA	SPL	RNA	M148	14		
M135_RPE_RNA	SPL	RNA	M148	15		
M135_RPE_RNA	SPL	RNA	M148	16		
M135_RPE_RNA	SPL	RNA	M148	18		
M135_RPE_RNA	SPL	RNA	M355	1		
M135_RPE_RNA	SPL	RNA	M355	2		
M135_RPE_RNA	SPL	RNA	M355	3		
M135_RPE_RNA	SPL	RNA	M355	4		
M135_RPE_RNA	SPL	RNA	M355	5		
M135_RPE_RNA	SPL	RNA	M355	6		
M135_RPE_RNA	SPL	RNA	M355	7		
M135_RPE_RNA	SPL	RNA	M355	8		
M135_RPE_RNA	SPL	RNA	M355	9		
M135_RPE_RNA	SPL	RNA	M355	10		
M135_RPE_RNA	SPL	RNA	M355	11		
M135_RPE_RNA	SPL	RNA	M355	12		
M135_RPE_RNA	SPL	RNA	M355	13		
M135_RPE_RNA	SPL	RNA	M355	14		
M135_RPE_RNA	SPL	RNA	M355	15		
M135_RPE_RNA	SPL	RNA	M355	16		
M135_RPE_RNA	SPL	RNA	M355	18		
M135_RPE_RNA	THY	RNA	M135	1		
M135_RPE_RNA	THY	RNA	M135	2		
M135_RPE_RNA	THY	RNA	M135	3		
M135_RPE_RNA	THY	RNA	M135	4		
M135_RPE_RNA	THY	RNA	M135	5		
M135_RPE_RNA	THY	RNA	M135	6		
M135_RPE_RNA	THY	RNA	M135	7		
M135_RPE_RNA	THY	RNA	M135	8		
M135_RPE_RNA	THY	RNA	M135	9		
M135_RPE_RNA	THY	RNA	M135	10		
M135_RPE_RNA	THY	RNA	M135	11		
M135_RPE_RNA	THY	RNA	M135	12		
M135_RPE_RNA	THY	RNA	M135	13		
M135_RPE_RNA	THY	RNA	M135	14		
M135_RPE_RNA	THY	RNA	M135	15		
M135_RPE_RNA	THY	RNA	M135	16		
M135_RPE_RNA	THY	RNA	M135	18		
M135_RPE_RNA	THY	RNA	M148	1		
M135_RPE_RNA	THY	RNA	M148	2		
M135_RPE_RNA	THY	RNA	M148	3		
M135_RPE_RNA	THY	RNA	M148	4		
M135_RPE_RNA	THY	RNA	M148	5		
M135_RPE_RNA	THY	RNA	M148	6		
M135_RPE_RNA	THY	RNA	M148	7		
M135_RPE_RNA	THY	RNA	M148	8		
M135_RPE_RNA	THY	RNA	M148	9		
M135_RPE_RNA	THY	RNA	M148	10		
M135_RPE_RNA	THY	RNA	M148	11		
M135_RPE_RNA	THY	RNA	M148	12		
M135_RPE_RNA	THY	RNA	M148	13		
M135_RPE_RNA	THY	RNA	M148	14		
M135_RPE_RNA	THY	RNA	M148	15		
M135_RPE_RNA	THY	RNA	M148	16		
M135_RPE_RNA	THY	RNA	M148	18		
M135_RPE_RNA	THY	RNA	M355	1		
M135_RPE_RNA	THY	RNA	M355	2		
M135_RPE_RNA	THY	RNA	M355	3		
M135_RPE_RNA	THY	RNA	M355	4		
M135_RPE_RNA	THY	RNA	M355	5		
M135_RPE_RNA	THY	RNA	M355	6		
M135_RPE_RNA	THY	RNA	M355	7		
M135_RPE_RNA	THY	RNA	M355	8		
M135_RPE_RNA	THY	RNA	M355	9		
M135_RPE_RNA	THY	RNA	M355	10		
M135_RPE_RNA	THY	RNA	M355	11		
M135_RPE_RNA	THY	RNA	M355	12		
M135_RPE_RNA	THY	RNA	M355	13		
M135_RPE_RNA	THY	RNA	M355	14		
M135_RPE_RNA	THY	RNA	M355	15		
M135_RPE_RNA	THY	RNA	M355	16		
M135_RPE_RNA	THY	RNA	M355	18		
M135_SPL_RNA	GON	RNA	M135	1		
M135_SPL_RNA	GON	RNA	M135	2		
M135_SPL_RNA	GON	RNA	M135	3		
M135_SPL_RNA	GON	RNA	M135	4		
M135_SPL_RNA	GON	RNA	M135	5		
M135_SPL_RNA	GON	RNA	M135	6		
M135_SPL_RNA	GON	RNA	M135	7		
M135_SPL_RNA	GON	RNA	M135	8		
M135_SPL_RNA	GON	RNA	M135	9		
M135_SPL_RNA	GON	RNA	M135	10		
M135_SPL_RNA	GON	RNA	M135	11		
M135_SPL_RNA	GON	RNA	M135	12		
M135_SPL_RNA	GON	RNA	M135	13		
M135_SPL_RNA	GON	RNA	M135	14		
M135_SPL_RNA	GON	RNA	M135	15		
M135_SPL_RNA	GON	RNA	M135	16		
M135_SPL_RNA	GON	RNA	M135	18		
M135_SPL_RNA	GON	RNA	M148	1		
M135_SPL_RNA	GON	RNA	M148	2		
M135_SPL_RNA	GON	RNA	M148	3		
M135_SPL_RNA	GON	RNA	M148	4		
M135_SPL_RNA	GON	RNA	M148	5		
M135_SPL_RNA	GON	RNA	M148	6		
M135_SPL_RNA	GON	RNA	M148	7		
M135_SPL_RNA	GON	RNA	M148	8		
M135_SPL_RNA	GON	RNA	M148	9		
M135_SPL_RNA	GON	RNA	M148	10		
M135_SPL_RNA	GON	RNA	M148	11		
M135_SPL_RNA	GON	RNA	M148	12		
M135_SPL_RNA	GON	RNA	M148	13		
M135_SPL_RNA	GON	RNA	M148	14		
M135_SPL_RNA	GON	RNA	M148	15		
M135_SPL_RNA	GON	RNA	M148	16		
M135_SPL_RNA	GON	RNA	M148	18		
M135_SPL_RNA	GON	RNA	M355	1		
M135_SPL_RNA	GON	RNA	M355	2		
M135_SPL_RNA	GON	RNA	M355	3		
M135_SPL_RNA	GON	RNA	M355	4		
M135_SPL_RNA	GON	RNA	M355	5		
M135_SPL_RNA	GON	RNA	M355	6		
M135_SPL_RNA	GON	RNA	M355	7		
M135_SPL_RNA	GON	RNA	M355	8		
M135_SPL_RNA	GON	RNA	M355	9		
M135_SPL_RNA	GON	RNA	M355	10		
M135_SPL_RNA	GON	RNA	M355	11		
M135_SPL_RNA	GON	RNA	M355	12		
M135_SPL_RNA	GON	RNA	M355	13		
M135_SPL_RNA	GON	RNA	M355	14		
M135_SPL_RNA	GON	RNA	M355	15		
M135_SPL_RNA	GON	RNA	M355	16		
M135_SPL_RNA	GON	RNA	M355	18		
M135_SPL_RNA	KID	RNA	M135	1		
M135_SPL_RNA	KID	RNA	M135	2		
M135_SPL_RNA	KID	RNA	M135	3		
M135_SPL_RNA	KID	RNA	M135	4		
M135_SPL_RNA	KID	RNA	M135	5		
M135_SPL_RNA	KID	RNA	M135	6		
M135_SPL_RNA	KID	RNA	M135	7		
M135_SPL_RNA	KID	RNA	M135	8		
M135_SPL_RNA	KID	RNA	M135	9		
M135_SPL_RNA	KID	RNA	M135	10		
M135_SPL_RNA	KID	RNA	M135	11		
M135_SPL_RNA	KID	RNA	M135	12		
M135_SPL_RNA	KID	RNA	M135	13		
M135_SPL_RNA	KID	RNA	M135	14		
M135_SPL_RNA	KID	RNA	M135	15		
M135_SPL_RNA	KID	RNA	M135	16		
M135_SPL_RNA	KID	RNA	M135	18		
M135_SPL_RNA	KID	RNA	M148	1		
M135_SPL_RNA	KID	RNA	M148	2		
M135_SPL_RNA	KID	RNA	M148	3		
M135_SPL_RNA	KID	RNA	M148	4		
M135_SPL_RNA	KID	RNA	M148	5		
M135_SPL_RNA	KID	RNA	M148	6		
M135_SPL_RNA	KID	RNA	M148	7		
M135_SPL_RNA	KID	RNA	M148	8		
M135_SPL_RNA	KID	RNA	M148	9		
M135_SPL_RNA	KID	RNA	M148	10		
M135_SPL_RNA	KID	RNA	M148	11		
M135_SPL_RNA	KID	RNA	M148	12		
M135_SPL_RNA	KID	RNA	M148	13		
M135_SPL_RNA	KID	RNA	M148	14		
M135_SPL_RNA	KID	RNA	M148	15		
M135_SPL_RNA	KID	RNA	M148	16		
M135_SPL_RNA	KID	RNA	M148	18		
M135_SPL_RNA	KID	RNA	M355	1		
M135_SPL_RNA	KID	RNA	M355	2		
M135_SPL_RNA	KID	RNA	M355	3		
M135_SPL_RNA	KID	RNA	M355	4		
M135_SPL_RNA	KID	RNA	M355	5		
M135_SPL_RNA	KID	RNA	M355	6		
M135_SPL_RNA	KID	RNA	M355	7		
M135_SPL_RNA	KID	RNA	M355	8		
M135_SPL_RNA	KID	RNA	M355	9		
M135_SPL_RNA	KID	RNA	M355	10		
M135_SPL_RNA	KID	RNA	M355	11		
M135_SPL_RNA	KID	RNA	M355	12		
M135_SPL_RNA	KID	RNA	M355	13		
M135_SPL_RNA	KID	RNA	M355	14		
M135_SPL_RNA	KID	RNA	M355	15		
M135_SPL_RNA	KID	RNA	M355	16		
M135_SPL_RNA	KID	RNA	M355	18		
M135_SPL_RNA	LU	RNA	M135	1		
M135_SPL_RNA	LU	RNA	M135	2		
M135_SPL_RNA	LU	RNA	M135	3		
M135_SPL_RNA	LU	RNA	M135	4		
M135_SPL_RNA	LU	RNA	M135	5		
M135_SPL_RNA	LU	RNA	M135	6		
M135_SPL_RNA	LU	RNA	M135	7		
M135_SPL_RNA	LU	RNA	M135	8		
M135_SPL_RNA	LU	RNA	M135	9		
M135_SPL_RNA	LU	RNA	M135	10		
M135_SPL_RNA	LU	RNA	M135	11		
M135_SPL_RNA	LU	RNA	M135	12		
M135_SPL_RNA	LU	RNA	M135	13		
M135_SPL_RNA	LU	RNA	M135	14		
M135_SPL_RNA	LU	RNA	M135	15		
M135_SPL_RNA	LU	RNA	M135	16		
M135_SPL_RNA	LU	RNA	M135	18		
M135_SPL_RNA	LU	RNA	M148	1		
M135_SPL_RNA	LU	RNA	M148	2		
M135_SPL_RNA	LU	RNA	M148	3		
M135_SPL_RNA	LU	RNA	M148	4		
M135_SPL_RNA	LU	RNA	M148	5		
M135_SPL_RNA	LU	RNA	M148	6		
M135_SPL_RNA	LU	RNA	M148	7		
M135_SPL_RNA	LU	RNA	M148	8		
M135_SPL_RNA	LU	RNA	M148	9		
M135_SPL_RNA	LU	RNA	M148	10		
M135_SPL_RNA	LU	RNA	M148	11		
M135_SPL_RNA	LU	RNA	M148	12		
M135_SPL_RNA	LU	RNA	M148	13		
M135_SPL_RNA	LU	RNA	M148	14		
M135_SPL_RNA	LU	RNA	M148	15		
M135_SPL_RNA	LU	RNA	M148	16		
M135_SPL_RNA	LU	RNA	M148	18		
M135_SPL_RNA	LU	RNA	M355	1		
M135_SPL_RNA	LU	RNA	M355	2		
M135_SPL_RNA	LU	RNA	M355	3		
M135_SPL_RNA	LU	RNA	M355	4		
M135_SPL_RNA	LU	RNA	M355	5		
M135_SPL_RNA	LU	RNA	M355	6		
M135_SPL_RNA	LU	RNA	M355	7		
M135_SPL_RNA	LU	RNA	M355	8		
M135_SPL_RNA	LU	RNA	M355	9		
M135_SPL_RNA	LU	RNA	M355	10		
M135_SPL_RNA	LU	RNA	M355	11		
M135_SPL_RNA	LU	RNA	M355	12		
M135_SPL_RNA	LU	RNA	M355	13		
M135_SPL_RNA	LU	RNA	M355	14		
M135_SPL_RNA	LU	RNA	M355	15		
M135_SPL_RNA	LU	RNA	M355	16		
M135_SPL_RNA	LU	RNA	M355	18		
M135_SPL_RNA	RET	RNA	M135	1		
M135_SPL_RNA	RET	RNA	M135	2		
M135_SPL_RNA	RET	RNA	M135	3		
M135_SPL_RNA	RET	RNA	M135	4		
M135_SPL_RNA	RET	RNA	M135	5		
M135_SPL_RNA	RET	RNA	M135	6		
M135_SPL_RNA	RET	RNA	M135	7		
M135_SPL_RNA	RET	RNA	M135	8		
M135_SPL_RNA	RET	RNA	M135	9		
M135_SPL_RNA	RET	RNA	M135	10		
M135_SPL_RNA	RET	RNA	M135	11		
M135_SPL_RNA	RET	RNA	M135	12		
M135_SPL_RNA	RET	RNA	M135	13		
M135_SPL_RNA	RET	RNA	M135	14		
M135_SPL_RNA	RET	RNA	M135	15		
M135_SPL_RNA	RET	RNA	M135	16		
M135_SPL_RNA	RET	RNA	M135	18		
M135_SPL_RNA	RET	RNA	M148	1		
M135_SPL_RNA	RET	RNA	M148	2		
M135_SPL_RNA	RET	RNA	M148	3		
M135_SPL_RNA	RET	RNA	M148	4		
M135_SPL_RNA	RET	RNA	M148	5		
M135_SPL_RNA	RET	RNA	M148	6		
M135_SPL_RNA	RET	RNA	M148	7		
M135_SPL_RNA	RET	RNA	M148	8		
M135_SPL_RNA	RET	RNA	M148	9		
M135_SPL_RNA	RET	RNA	M148	10		
M135_SPL_RNA	RET	RNA	M148	11		
M135_SPL_RNA	RET	RNA	M148	12		
M135_SPL_RNA	RET	RNA	M148	13		
M135_SPL_RNA	RET	RNA	M148	14		
M135_SPL_RNA	RET	RNA	M148	15		
M135_SPL_RNA	RET	RNA	M148	16		
M135_SPL_RNA	RET	RNA	M148	18		
M135_SPL_RNA	RET	RNA	M355	1		
M135_SPL_RNA	RET	RNA	M355	2		
M135_SPL_RNA	RET	RNA	M355	3		
M135_SPL_RNA	RET	RNA	M355	4		
M135_SPL_RNA	RET	RNA	M355	5		
M135_SPL_RNA	RET	RNA	M355	6		
M135_SPL_RNA	RET	RNA	M355	7		
M135_SPL_RNA	RET	RNA	M355	8		
M135_SPL_RNA	RET	RNA	M355	9		
M135_SPL_RNA	RET	RNA	M355	10		
M135_SPL_RNA	RET	RNA	M355	11		
M135_SPL_RNA	RET	RNA	M355	12		
M135_SPL_RNA	RET	RNA	M355	13		
M135_SPL_RNA	RET	RNA	M355	14		
M135_SPL_RNA	RET	RNA	M355	15		
M135_SPL_RNA	RET	RNA	M355	16		
M135_SPL_RNA	RET	RNA	M355	18		
M135_SPL_RNA	RPE	RNA	M135	1		
M135_SPL_RNA	RPE	RNA	M135	2		
M135_SPL_RNA	RPE	RNA	M135	3		
M135_SPL_RNA	RPE	RNA	M135	4		
M135_SPL_RNA	RPE	RNA	M135	5		
M135_SPL_RNA	RPE	RNA	M135	6		
M135_SPL_RNA	RPE	RNA	M135	7		
M135_SPL_RNA	RPE	RNA	M135	8		
M135_SPL_RNA	RPE	RNA	M135	9		
M135_SPL_RNA	RPE	RNA	M135	10		
M135_SPL_RNA	RPE	RNA	M135	11		
M135_SPL_RNA	RPE	RNA	M135	12		
M135_SPL_RNA	RPE	RNA	M135	13		
M135_SPL_RNA	RPE	RNA	M135	14		
M135_SPL_RNA	RPE	RNA	M135	15		
M135_SPL_RNA	RPE	RNA	M135	16		
M135_SPL_RNA	RPE	RNA	M135	18		
M135_SPL_RNA	RPE	RNA	M148	1		
M135_SPL_RNA	RPE	RNA	M148	2		
M135_SPL_RNA	RPE	RNA	M148	3		
M135_SPL_RNA	RPE	RNA	M148	4		
M135_SPL_RNA	RPE	RNA	M148	5		
M135_SPL_RNA	RPE	RNA	M148	6		
M135_SPL_RNA	RPE	RNA	M148	7		
M135_SPL_RNA	RPE	RNA	M148	8		
M135_SPL_RNA	RPE	RNA	M148	9		
M135_SPL_RNA	RPE	RNA	M148	10		
M135_SPL_RNA	RPE	RNA	M148	11		
M135_SPL_RNA	RPE	RNA	M148	12		
M135_SPL_RNA	RPE	RNA	M148	13		
M135_SPL_RNA	RPE	RNA	M148	14		
M135_SPL_RNA	RPE	RNA	M148	15		
M135_SPL_RNA	RPE	RNA	M148	16		
M135_SPL_RNA	RPE	RNA	M148	18		
M135_SPL_RNA	RPE	RNA	M355	1		
M135_SPL_RNA	RPE	RNA	M355	2		
M135_SPL_RNA	RPE	RNA	M355	3		
M135_SPL_RNA	RPE	RNA	M355	4		
M135_SPL_RNA	RPE	RNA	M355	5		
M135_SPL_RNA	RPE	RNA	M355	6		
M135_SPL_RNA	RPE	RNA	M355	7		
M135_SPL_RNA	RPE	RNA	M355	8		
M135_SPL_RNA	RPE	RNA	M355	9		
M135_SPL_RNA	RPE	RNA	M355	10		
M135_SPL_RNA	RPE	RNA	M355	11		
M135_SPL_RNA	RPE	RNA	M355	12		
M135_SPL_RNA	RPE	RNA	M355	13		
M135_SPL_RNA	RPE	RNA	M355	14		
M135_SPL_RNA	RPE	RNA	M355	15		
M135_SPL_RNA	RPE	RNA	M355	16		
M135_SPL_RNA	RPE	RNA	M355	18		
M135_SPL_RNA	SPL	RNA	M135	1	1361.0628571428567	1.0118114285714286
M135_SPL_RNA	SPL	RNA	M135	2	1221.1485714285711	0.9569485714285715
M135_SPL_RNA	SPL	RNA	M135	3	1301.5457142857142	1.0426142857142857
M135_SPL_RNA	SPL	RNA	M135	4	1025.6571428571426	1.2010342857142857
M135_SPL_RNA	SPL	RNA	M135	5	654.4745714285715	0.7717942857142855
M135_SPL_RNA	SPL	RNA	M135	6	661.5428571428571	0.5752085714285714
M135_SPL_RNA	SPL	RNA	M135	7	212.69257142857145	0.21725314285714284
M135_SPL_RNA	SPL	RNA	M135	8	830.0885714285715	0.7027685714285715
M135_SPL_RNA	SPL	RNA	M135	9	606.9428571428572	0.4872257142857143
M135_SPL_RNA	SPL	RNA	M135	10	1049.1685714285716	0.6916085714285714
M135_SPL_RNA	SPL	RNA	M135	11	2048.6057142857144	1.5268285714285712
M135_SPL_RNA	SPL	RNA	M135	12	617.0628571428572	0.49805428571428567
M135_SPL_RNA	SPL	RNA	M135	13	912.5828571428572	0.7181714285714286
M135_SPL_RNA	SPL	RNA	M135	14	510.90685714285706	0.5593485714285714
M135_SPL_RNA	SPL	RNA	M135	15	6.226857142857143	0.009974285714285713
M135_SPL_RNA	SPL	RNA	M135	16	781.5857142857145	0.6738857142857142
M135_SPL_RNA	SPL	RNA	M135	18	6389.828571428571	4.272057142857142
M135_SPL_RNA	SPL	RNA	M148	1		
M135_SPL_RNA	SPL	RNA	M148	2		
M135_SPL_RNA	SPL	RNA	M148	3		
M135_SPL_RNA	SPL	RNA	M148	4		
M135_SPL_RNA	SPL	RNA	M148	5		
M135_SPL_RNA	SPL	RNA	M148	6		
M135_SPL_RNA	SPL	RNA	M148	7		
M135_SPL_RNA	SPL	RNA	M148	8		
M135_SPL_RNA	SPL	RNA	M148	9		
M135_SPL_RNA	SPL	RNA	M148	10		
M135_SPL_RNA	SPL	RNA	M148	11		
M135_SPL_RNA	SPL	RNA	M148	12		
M135_SPL_RNA	SPL	RNA	M148	13		
M135_SPL_RNA	SPL	RNA	M148	14		
M135_SPL_RNA	SPL	RNA	M148	15		
M135_SPL_RNA	SPL	RNA	M148	16		
M135_SPL_RNA	SPL	RNA	M148	18		
M135_SPL_RNA	SPL	RNA	M355	1		
M135_SPL_RNA	SPL	RNA	M355	2		
M135_SPL_RNA	SPL	RNA	M355	3		
M135_SPL_RNA	SPL	RNA	M355	4		
M135_SPL_RNA	SPL	RNA	M355	5		
M135_SPL_RNA	SPL	RNA	M355	6		
M135_SPL_RNA	SPL	RNA	M355	7		
M135_SPL_RNA	SPL	RNA	M355	8		
M135_SPL_RNA	SPL	RNA	M355	9		
M135_SPL_RNA	SPL	RNA	M355	10		
M135_SPL_RNA	SPL	RNA	M355	11		
M135_SPL_RNA	SPL	RNA	M355	12		
M135_SPL_RNA	SPL	RNA	M355	13		
M135_SPL_RNA	SPL	RNA	M355	14		
M135_SPL_RNA	SPL	RNA	M355	15		
M135_SPL_RNA	SPL	RNA	M355	16		
M135_SPL_RNA	SPL	RNA	M355	18		
M135_SPL_RNA	THY	RNA	M135	1		
M135_SPL_RNA	THY	RNA	M135	2		
M135_SPL_RNA	THY	RNA	M135	3		
M135_SPL_RNA	THY	RNA	M135	4		
M135_SPL_RNA	THY	RNA	M135	5		
M135_SPL_RNA	THY	RNA	M135	6		
M135_SPL_RNA	THY	RNA	M135	7		
M135_SPL_RNA	THY	RNA	M135	8		
M135_SPL_RNA	THY	RNA	M135	9		
M135_SPL_RNA	THY	RNA	M135	10		
M135_SPL_RNA	THY	RNA	M135	11		
M135_SPL_RNA	THY	RNA	M135	12		
M135_SPL_RNA	THY	RNA	M135	13		
M135_SPL_RNA	THY	RNA	M135	14		
M135_SPL_RNA	THY	RNA	M135	15		
M135_SPL_RNA	THY	RNA	M135	16		
M135_SPL_RNA	THY	RNA	M135	18		
M135_SPL_RNA	THY	RNA	M148	1		
M135_SPL_RNA	THY	RNA	M148	2		
M135_SPL_RNA	THY	RNA	M148	3		
M135_SPL_RNA	THY	RNA	M148	4		
M135_SPL_RNA	THY	RNA	M148	5		
M135_SPL_RNA	THY	RNA	M148	6		
M135_SPL_RNA	THY	RNA	M148	7		
M135_SPL_RNA	THY	RNA	M148	8		
M135_SPL_RNA	THY	RNA	M148	9		
M135_SPL_RNA	THY	RNA	M148	10		
M135_SPL_RNA	THY	RNA	M148	11		
M135_SPL_RNA	THY	RNA	M148	12		
M135_SPL_RNA	THY	RNA	M148	13		
M135_SPL_RNA	THY	RNA	M148	14		
M135_SPL_RNA	THY	RNA	M148	15		
M135_SPL_RNA	THY	RNA	M148	16		
M135_SPL_RNA	THY	RNA	M148	18		
M135_SPL_RNA	THY	RNA	M355	1		
M135_SPL_RNA	THY	RNA	M355	2		
M135_SPL_RNA	THY	RNA	M355	3		
M135_SPL_RNA	THY	RNA	M355	4		
M135_SPL_RNA	THY	RNA	M355	5		
M135_SPL_RNA	THY	RNA	M355	6		
M135_SPL_RNA	THY	RNA	M355	7		
M135_SPL_RNA	THY	RNA	M355	8		
M135_SPL_RNA	THY	RNA	M355	9		
M135_SPL_RNA	THY	RNA	M355	10		
M135_SPL_RNA	THY	RNA	M355	11		
M135_SPL_RNA	THY	RNA	M355	12		
M135_SPL_RNA	THY	RNA	M355	13		
M135_SPL_RNA	THY	RNA	M355	14		
M135_SPL_RNA	THY	RNA	M355	15		
M135_SPL_RNA	THY	RNA	M355	16		
M135_SPL_RNA	THY	RNA	M355	18		
M135_THY_RNA	GON	RNA	M135	1		
M135_THY_RNA	GON	RNA	M135	2		
M135_THY_RNA	GON	RNA	M135	3		
M135_THY_RNA	GON	RNA	M135	4		
M135_THY_RNA	GON	RNA	M135	5		
M135_THY_RNA	GON	RNA	M135	6		
M135_THY_RNA	GON	RNA	M135	7		
M135_THY_RNA	GON	RNA	M135	8		
M135_THY_RNA	GON	RNA	M135	9		
M135_THY_RNA	GON	RNA	M135	10		
M135_THY_RNA	GON	RNA	M135	11		
M135_THY_RNA	GON	RNA	M135	12		
M135_THY_RNA	GON	RNA	M135	13		
M135_THY_RNA	GON	RNA	M135	14		
M135_THY_RNA	GON	RNA	M135	15		
M135_THY_RNA	GON	RNA	M135	16		
M135_THY_RNA	GON	RNA	M135	18		
M135_THY_RNA	GON	RNA	M148	1		
M135_THY_RNA	GON	RNA	M148	2		
M135_THY_RNA	GON	RNA	M148	3		
M135_THY_RNA	GON	RNA	M148	4		
M135_THY_RNA	GON	RNA	M148	5		
M135_THY_RNA	GON	RNA	M148	6		
M135_THY_RNA	GON	RNA	M148	7		
M135_THY_RNA	GON	RNA	M148	8		
M135_THY_RNA	GON	RNA	M148	9		
M135_THY_RNA	GON	RNA	M148	10		
M135_THY_RNA	GON	RNA	M148	11		
M135_THY_RNA	GON	RNA	M148	12		
M135_THY_RNA	GON	RNA	M148	13		
M135_THY_RNA	GON	RNA	M148	14		
M135_THY_RNA	GON	RNA	M148	15		
M135_THY_RNA	GON	RNA	M148	16		
M135_THY_RNA	GON	RNA	M148	18		
M135_THY_RNA	GON	RNA	M355	1		
M135_THY_RNA	GON	RNA	M355	2		
M135_THY_RNA	GON	RNA	M355	3		
M135_THY_RNA	GON	RNA	M355	4		
M135_THY_RNA	GON	RNA	M355	5		
M135_THY_RNA	GON	RNA	M355	6		
M135_THY_RNA	GON	RNA	M355	7		
M135_THY_RNA	GON	RNA	M355	8		
M135_THY_RNA	GON	RNA	M355	9		
M135_THY_RNA	GON	RNA	M355	10		
M135_THY_RNA	GON	RNA	M355	11		
M135_THY_RNA	GON	RNA	M355	12		
M135_THY_RNA	GON	RNA	M355	13		
M135_THY_RNA	GON	RNA	M355	14		
M135_THY_RNA	GON	RNA	M355	15		
M135_THY_RNA	GON	RNA	M355	16		
M135_THY_RNA	GON	RNA	M355	18		
M135_THY_RNA	KID	RNA	M135	1		
M135_THY_RNA	KID	RNA	M135	2		
M135_THY_RNA	KID	RNA	M135	3		
M135_THY_RNA	KID	RNA	M135	4		
M135_THY_RNA	KID	RNA	M135	5		
M135_THY_RNA	KID	RNA	M135	6		
M135_THY_RNA	KID	RNA	M135	7		
M135_THY_RNA	KID	RNA	M135	8		
M135_THY_RNA	KID	RNA	M135	9		
M135_THY_RNA	KID	RNA	M135	10		
M135_THY_RNA	KID	RNA	M135	11		
M135_THY_RNA	KID	RNA	M135	12		
M135_THY_RNA	KID	RNA	M135	13		
M135_THY_RNA	KID	RNA	M135	14		
M135_THY_RNA	KID	RNA	M135	15		
M135_THY_RNA	KID	RNA	M135	16		
M135_THY_RNA	KID	RNA	M135	18		
M135_THY_RNA	KID	RNA	M148	1		
M135_THY_RNA	KID	RNA	M148	2		
M135_THY_RNA	KID	RNA	M148	3		
M135_THY_RNA	KID	RNA	M148	4		
M135_THY_RNA	KID	RNA	M148	5		
M135_THY_RNA	KID	RNA	M148	6		
M135_THY_RNA	KID	RNA	M148	7		
M135_THY_RNA	KID	RNA	M148	8		
M135_THY_RNA	KID	RNA	M148	9		
M135_THY_RNA	KID	RNA	M148	10		
M135_THY_RNA	KID	RNA	M148	11		
M135_THY_RNA	KID	RNA	M148	12		
M135_THY_RNA	KID	RNA	M148	13		
M135_THY_RNA	KID	RNA	M148	14		
M135_THY_RNA	KID	RNA	M148	15		
M135_THY_RNA	KID	RNA	M148	16		
M135_THY_RNA	KID	RNA	M148	18		
M135_THY_RNA	KID	RNA	M355	1		
M135_THY_RNA	KID	RNA	M355	2		
M135_THY_RNA	KID	RNA	M355	3		
M135_THY_RNA	KID	RNA	M355	4		
M135_THY_RNA	KID	RNA	M355	5		
M135_THY_RNA	KID	RNA	M355	6		
M135_THY_RNA	KID	RNA	M355	7		
M135_THY_RNA	KID	RNA	M355	8		
M135_THY_RNA	KID	RNA	M355	9		
M135_THY_RNA	KID	RNA	M355	10		
M135_THY_RNA	KID	RNA	M355	11		
M135_THY_RNA	KID	RNA	M355	12		
M135_THY_RNA	KID	RNA	M355	13		
M135_THY_RNA	KID	RNA	M355	14		
M135_THY_RNA	KID	RNA	M355	15		
M135_THY_RNA	KID	RNA	M355	16		
M135_THY_RNA	KID	RNA	M355	18		
M135_THY_RNA	LU	RNA	M135	1		
M135_THY_RNA	LU	RNA	M135	2		
M135_THY_RNA	LU	RNA	M135	3		
M135_THY_RNA	LU	RNA	M135	4		
M135_THY_RNA	LU	RNA	M135	5		
M135_THY_RNA	LU	RNA	M135	6		
M135_THY_RNA	LU	RNA	M135	7		
M135_THY_RNA	LU	RNA	M135	8		
M135_THY_RNA	LU	RNA	M135	9		
M135_THY_RNA	LU	RNA	M135	10		
M135_THY_RNA	LU	RNA	M135	11		
M135_THY_RNA	LU	RNA	M135	12		
M135_THY_RNA	LU	RNA	M135	13		
M135_THY_RNA	LU	RNA	M135	14		
M135_THY_RNA	LU	RNA	M135	15		
M135_THY_RNA	LU	RNA	M135	16		
M135_THY_RNA	LU	RNA	M135	18		
M135_THY_RNA	LU	RNA	M148	1		
M135_THY_RNA	LU	RNA	M148	2		
M135_THY_RNA	LU	RNA	M148	3		
M135_THY_RNA	LU	RNA	M148	4		
M135_THY_RNA	LU	RNA	M148	5		
M135_THY_RNA	LU	RNA	M148	6		
M135_THY_RNA	LU	RNA	M148	7		
M135_THY_RNA	LU	RNA	M148	8		
M135_THY_RNA	LU	RNA	M148	9		
M135_THY_RNA	LU	RNA	M148	10		
M135_THY_RNA	LU	RNA	M148	11		
M135_THY_RNA	LU	RNA	M148	12		
M135_THY_RNA	LU	RNA	M148	13		
M135_THY_RNA	LU	RNA	M148	14		
