sample	tissue	nucl	subject	pool_id	rpm	rpm_ratio
M355_KID_RNA	SPL	RNA	M135	15		
M355_KID_RNA	SPL	RNA	M135	16		
M355_KID_RNA	SPL	RNA	M135	18		
M355_KID_RNA	SPL	RNA	M148	1		
M355_KID_RNA	SPL	RNA	M148	2		
M355_KID_RNA	SPL	RNA	M148	3		
M355_KID_RNA	SPL	RNA	M148	4		
M355_KID_RNA	SPL	RNA	M148	5		
M355_KID_RNA	SPL	RNA	M148	6		
M355_KID_RNA	SPL	RNA	M148	7		
M355_KID_RNA	SPL	RNA	M148	8		
M355_KID_RNA	SPL	RNA	M148	9		
M355_KID_RNA	SPL	RNA	M148	10		
M355_KID_RNA	SPL	RNA	M148	11		
M355_KID_RNA	SPL	RNA	M148	12		
M355_KID_RNA	SPL	RNA	M148	13		
M355_KID_RNA	SPL	RNA	M148	14		
M355_KID_RNA	SPL	RNA	M148	15		
M355_KID_RNA	SPL	RNA	M148	16		
M355_KID_RNA	SPL	RNA	M148	18		
M355_KID_RNA	SPL	RNA	M355	1		
M355_KID_RNA	SPL	RNA	M355	2		
M355_KID_RNA	SPL	RNA	M355	3		
M355_KID_RNA	SPL	RNA	M355	4		
M355_KID_RNA	SPL	RNA	M355	5		
M355_KID_RNA	SPL	RNA	M355	6		
M355_KID_RNA	SPL	RNA	M355	7		
M355_KID_RNA	SPL	RNA	M355	8		
M355_KID_RNA	SPL	RNA	M355	9		
M355_KID_RNA	SPL	RNA	M355	10		
M355_KID_RNA	SPL	RNA	M355	11		
M355_KID_RNA	SPL	RNA	M355	12		
M355_KID_RNA	SPL	RNA	M355	13		
M355_KID_RNA	SPL	RNA	M355	14		
M355_KID_RNA	SPL	RNA	M355	15		
M355_KID_RNA	SPL	RNA	M355	16		
M355_KID_RNA	SPL	RNA	M355	18		
M355_KID_RNA	THY	RNA	M135	1		
M355_KID_RNA	THY	RNA	M135	2		
M355_KID_RNA	THY	RNA	M135	3		
M355_KID_RNA	THY	RNA	M135	4		
M355_KID_RNA	THY	RNA	M135	5		
M355_KID_RNA	THY	RNA	M135	6		
M355_KID_RNA	THY	RNA	M135	7		
M355_KID_RNA	THY	RNA	M135	8		
M355_KID_RNA	THY	RNA	M135	9		
M355_KID_RNA	THY	RNA	M135	10		
M355_KID_RNA	THY	RNA	M135	11		
M355_KID_RNA	THY	RNA	M135	12		
M355_KID_RNA	THY	RNA	M135	13		
M355_KID_RNA	THY	RNA	M135	14		
M355_KID_RNA	THY	RNA	M135	15		
M355_KID_RNA	THY	RNA	M135	16		
M355_KID_RNA	THY	RNA	M135	18		
M355_KID_RNA	THY	RNA	M148	1		
M355_KID_RNA	THY	RNA	M148	2		
M355_KID_RNA	THY	RNA	M148	3		
M355_KID_RNA	THY	RNA	M148	4		
M355_KID_RNA	THY	RNA	M148	5		
M355_KID_RNA	THY	RNA	M148	6		
M355_KID_RNA	THY	RNA	M148	7		
M355_KID_RNA	THY	RNA	M148	8		
M355_KID_RNA	THY	RNA	M148	9		
M355_KID_RNA	THY	RNA	M148	10		
M355_KID_RNA	THY	RNA	M148	11		
M355_KID_RNA	THY	RNA	M148	12		
M355_KID_RNA	THY	RNA	M148	13		
M355_KID_RNA	THY	RNA	M148	14		
M355_KID_RNA	THY	RNA	M148	15		
M355_KID_RNA	THY	RNA	M148	16		
M355_KID_RNA	THY	RNA	M148	18		
M355_KID_RNA	THY	RNA	M355	1		
M355_KID_RNA	THY	RNA	M355	2		
M355_KID_RNA	THY	RNA	M355	3		
M355_KID_RNA	THY	RNA	M355	4		
M355_KID_RNA	THY	RNA	M355	5		
M355_KID_RNA	THY	RNA	M355	6		
M355_KID_RNA	THY	RNA	M355	7		
M355_KID_RNA	THY	RNA	M355	8		
M355_KID_RNA	THY	RNA	M355	9		
M355_KID_RNA	THY	RNA	M355	10		
M355_KID_RNA	THY	RNA	M355	11		
M355_KID_RNA	THY	RNA	M355	12		
M355_KID_RNA	THY	RNA	M355	13		
M355_KID_RNA	THY	RNA	M355	14		
M355_KID_RNA	THY	RNA	M355	15		
M355_KID_RNA	THY	RNA	M355	16		
M355_KID_RNA	THY	RNA	M355	18		
M355_LU_RNA	GON	RNA	M135	1		
M355_LU_RNA	GON	RNA	M135	2		
M355_LU_RNA	GON	RNA	M135	3		
M355_LU_RNA	GON	RNA	M135	4		
M355_LU_RNA	GON	RNA	M135	5		
M355_LU_RNA	GON	RNA	M135	6		
M355_LU_RNA	GON	RNA	M135	7		
M355_LU_RNA	GON	RNA	M135	8		
M355_LU_RNA	GON	RNA	M135	9		
M355_LU_RNA	GON	RNA	M135	10		
M355_LU_RNA	GON	RNA	M135	11		
M355_LU_RNA	GON	RNA	M135	12		
M355_LU_RNA	GON	RNA	M135	13		
M355_LU_RNA	GON	RNA	M135	14		
M355_LU_RNA	GON	RNA	M135	15		
M355_LU_RNA	GON	RNA	M135	16		
M355_LU_RNA	GON	RNA	M135	18		
M355_LU_RNA	GON	RNA	M148	1		
M355_LU_RNA	GON	RNA	M148	2		
M355_LU_RNA	GON	RNA	M148	3		
M355_LU_RNA	GON	RNA	M148	4		
M355_LU_RNA	GON	RNA	M148	5		
M355_LU_RNA	GON	RNA	M148	6		
M355_LU_RNA	GON	RNA	M148	7		
M355_LU_RNA	GON	RNA	M148	8		
M355_LU_RNA	GON	RNA	M148	9		
M355_LU_RNA	GON	RNA	M148	10		
M355_LU_RNA	GON	RNA	M148	11		
M355_LU_RNA	GON	RNA	M148	12		
M355_LU_RNA	GON	RNA	M148	13		
M355_LU_RNA	GON	RNA	M148	14		
M355_LU_RNA	GON	RNA	M148	15		
M355_LU_RNA	GON	RNA	M148	16		
M355_LU_RNA	GON	RNA	M148	18		
M355_LU_RNA	GON	RNA	M355	1		
M355_LU_RNA	GON	RNA	M355	2		
M355_LU_RNA	GON	RNA	M355	3		
M355_LU_RNA	GON	RNA	M355	4		
M355_LU_RNA	GON	RNA	M355	5		
M355_LU_RNA	GON	RNA	M355	6		
M355_LU_RNA	GON	RNA	M355	7		
M355_LU_RNA	GON	RNA	M355	8		
M355_LU_RNA	GON	RNA	M355	9		
M355_LU_RNA	GON	RNA	M355	10		
M355_LU_RNA	GON	RNA	M355	11		
M355_LU_RNA	GON	RNA	M355	12		
M355_LU_RNA	GON	RNA	M355	13		
M355_LU_RNA	GON	RNA	M355	14		
M355_LU_RNA	GON	RNA	M355	15		
M355_LU_RNA	GON	RNA	M355	16		
M355_LU_RNA	GON	RNA	M355	18		
M355_LU_RNA	KID	RNA	M135	1		
M355_LU_RNA	KID	RNA	M135	2		
M355_LU_RNA	KID	RNA	M135	3		
M355_LU_RNA	KID	RNA	M135	4		
M355_LU_RNA	KID	RNA	M135	5		
M355_LU_RNA	KID	RNA	M135	6		
M355_LU_RNA	KID	RNA	M135	7		
M355_LU_RNA	KID	RNA	M135	8		
M355_LU_RNA	KID	RNA	M135	9		
M355_LU_RNA	KID	RNA	M135	10		
M355_LU_RNA	KID	RNA	M135	11		
M355_LU_RNA	KID	RNA	M135	12		
M355_LU_RNA	KID	RNA	M135	13		
M355_LU_RNA	KID	RNA	M135	14		
M355_LU_RNA	KID	RNA	M135	15		
M355_LU_RNA	KID	RNA	M135	16		
M355_LU_RNA	KID	RNA	M135	18		
M355_LU_RNA	KID	RNA	M148	1		
M355_LU_RNA	KID	RNA	M148	2		
M355_LU_RNA	KID	RNA	M148	3		
M355_LU_RNA	KID	RNA	M148	4		
M355_LU_RNA	KID	RNA	M148	5		
M355_LU_RNA	KID	RNA	M148	6		
M355_LU_RNA	KID	RNA	M148	7		
M355_LU_RNA	KID	RNA	M148	8		
M355_LU_RNA	KID	RNA	M148	9		
M355_LU_RNA	KID	RNA	M148	10		
M355_LU_RNA	KID	RNA	M148	11		
M355_LU_RNA	KID	RNA	M148	12		
M355_LU_RNA	KID	RNA	M148	13		
M355_LU_RNA	KID	RNA	M148	14		
M355_LU_RNA	KID	RNA	M148	15		
M355_LU_RNA	KID	RNA	M148	16		
M355_LU_RNA	KID	RNA	M148	18		
M355_LU_RNA	KID	RNA	M355	1		
M355_LU_RNA	KID	RNA	M355	2		
M355_LU_RNA	KID	RNA	M355	3		
M355_LU_RNA	KID	RNA	M355	4		
M355_LU_RNA	KID	RNA	M355	5		
M355_LU_RNA	KID	RNA	M355	6		
M355_LU_RNA	KID	RNA	M355	7		
M355_LU_RNA	KID	RNA	M355	8		
M355_LU_RNA	KID	RNA	M355	9		
M355_LU_RNA	KID	RNA	M355	10		
M355_LU_RNA	KID	RNA	M355	11		
M355_LU_RNA	KID	RNA	M355	12		
M355_LU_RNA	KID	RNA	M355	13		
M355_LU_RNA	KID	RNA	M355	14		
M355_LU_RNA	KID	RNA	M355	15		
M355_LU_RNA	KID	RNA	M355	16		
M355_LU_RNA	KID	RNA	M355	18		
M355_LU_RNA	LU	RNA	M135	1		
M355_LU_RNA	LU	RNA	M135	2		
M355_LU_RNA	LU	RNA	M135	3		
M355_LU_RNA	LU	RNA	M135	4		
M355_LU_RNA	LU	RNA	M135	5		
M355_LU_RNA	LU	RNA	M135	6		
M355_LU_RNA	LU	RNA	M135	7		
M355_LU_RNA	LU	RNA	M135	8		
M355_LU_RNA	LU	RNA	M135	9		
M355_LU_RNA	LU	RNA	M135	10		
M355_LU_RNA	LU	RNA	M135	11		
M355_LU_RNA	LU	RNA	M135	12		
M355_LU_RNA	LU	RNA	M135	13		
M355_LU_RNA	LU	RNA	M135	14		
M355_LU_RNA	LU	RNA	M135	15		
M355_LU_RNA	LU	RNA	M135	16		
M355_LU_RNA	LU	RNA	M135	18		
M355_LU_RNA	LU	RNA	M148	1		
M355_LU_RNA	LU	RNA	M148	2		
M355_LU_RNA	LU	RNA	M148	3		
M355_LU_RNA	LU	RNA	M148	4		
M355_LU_RNA	LU	RNA	M148	5		
M355_LU_RNA	LU	RNA	M148	6		
M355_LU_RNA	LU	RNA	M148	7		
M355_LU_RNA	LU	RNA	M148	8		
M355_LU_RNA	LU	RNA	M148	9		
M355_LU_RNA	LU	RNA	M148	10		
M355_LU_RNA	LU	RNA	M148	11		
M355_LU_RNA	LU	RNA	M148	12		
M355_LU_RNA	LU	RNA	M148	13		
M355_LU_RNA	LU	RNA	M148	14		
M355_LU_RNA	LU	RNA	M148	15		
M355_LU_RNA	LU	RNA	M148	16		
M355_LU_RNA	LU	RNA	M148	18		
M355_LU_RNA	LU	RNA	M355	1	723.7142857142858	0.4929571428571429
M355_LU_RNA	LU	RNA	M355	2	2083.8	1.4747285714285716
M355_LU_RNA	LU	RNA	M355	3	1104.4199999999998	0.8542000000000002
M355_LU_RNA	LU	RNA	M355	4	502.7031428571429	0.5488742857142856
M355_LU_RNA	LU	RNA	M355	5	576.5628571428573	0.6801028571428573
M355_LU_RNA	LU	RNA	M355	6	1206.9228571428573	1.0474428571428571
M355_LU_RNA	LU	RNA	M355	7	1097.5571428571432	1.0967085714285711
M355_LU_RNA	LU	RNA	M355	8	1328.4	1.0916171428571424
M355_LU_RNA	LU	RNA	M355	9	2352.3914285714286	1.7619142857142858
M355_LU_RNA	LU	RNA	M355	10	2146.922857142857	1.4000742857142865
M355_LU_RNA	LU	RNA	M355	11	1210.5171428571427	0.8631199999999999
M355_LU_RNA	LU	RNA	M355	12	1291.537142857143	1.0094885714285715
M355_LU_RNA	LU	RNA	M355	13	1204.1685714285716	0.8973457142857144
M355_LU_RNA	LU	RNA	M355	14	1879.7771428571427	2.0151142857142856
M355_LU_RNA	LU	RNA	M355	15	81.29857142857144	0.09096485714285714
M355_LU_RNA	LU	RNA	M355	16	876.6028571428571	0.6960657142857142
M355_LU_RNA	LU	RNA	M355	18	527.1880000000001	0.34852
M355_LU_RNA	RET	RNA	M135	1		
M355_LU_RNA	RET	RNA	M135	2		
M355_LU_RNA	RET	RNA	M135	3		
M355_LU_RNA	RET	RNA	M135	4		
M355_LU_RNA	RET	RNA	M135	5		
M355_LU_RNA	RET	RNA	M135	6		
M355_LU_RNA	RET	RNA	M135	7		
M355_LU_RNA	RET	RNA	M135	8		
M355_LU_RNA	RET	RNA	M135	9		
M355_LU_RNA	RET	RNA	M135	10		
M355_LU_RNA	RET	RNA	M135	11		
M355_LU_RNA	RET	RNA	M135	12		
M355_LU_RNA	RET	RNA	M135	13		
M355_LU_RNA	RET	RNA	M135	14		
M355_LU_RNA	RET	RNA	M135	15		
M355_LU_RNA	RET	RNA	M135	16		
M355_LU_RNA	RET	RNA	M135	18		
M355_LU_RNA	RET	RNA	M148	1		
M355_LU_RNA	RET	RNA	M148	2		
M355_LU_RNA	RET	RNA	M148	3		
M355_LU_RNA	RET	RNA	M148	4		
M355_LU_RNA	RET	RNA	M148	5		
M355_LU_RNA	RET	RNA	M148	6		
M355_LU_RNA	RET	RNA	M148	7		
M355_LU_RNA	RET	RNA	M148	8		
M355_LU_RNA	RET	RNA	M148	9		
M355_LU_RNA	RET	RNA	M148	10		
M355_LU_RNA	RET	RNA	M148	11		
M355_LU_RNA	RET	RNA	M148	12		
M355_LU_RNA	RET	RNA	M148	13		
M355_LU_RNA	RET	RNA	M148	14		
M355_LU_RNA	RET	RNA	M148	15		
M355_LU_RNA	RET	RNA	M148	16		
M355_LU_RNA	RET	RNA	M148	18		
M355_LU_RNA	RET	RNA	M355	1		
M355_LU_RNA	RET	RNA	M355	2		
M355_LU_RNA	RET	RNA	M355	3		
M355_LU_RNA	RET	RNA	M355	4		
M355_LU_RNA	RET	RNA	M355	5		
M355_LU_RNA	RET	RNA	M355	6		
M355_LU_RNA	RET	RNA	M355	7		
M355_LU_RNA	RET	RNA	M355	8		
M355_LU_RNA	RET	RNA	M355	9		
M355_LU_RNA	RET	RNA	M355	10		
M355_LU_RNA	RET	RNA	M355	11		
M355_LU_RNA	RET	RNA	M355	12		
M355_LU_RNA	RET	RNA	M355	13		
M355_LU_RNA	RET	RNA	M355	14		
M355_LU_RNA	RET	RNA	M355	15		
M355_LU_RNA	RET	RNA	M355	16		
M355_LU_RNA	RET	RNA	M355	18		
M355_LU_RNA	RPE	RNA	M135	1		
M355_LU_RNA	RPE	RNA	M135	2		
M355_LU_RNA	RPE	RNA	M135	3		
M355_LU_RNA	RPE	RNA	M135	4		
M355_LU_RNA	RPE	RNA	M135	5		
M355_LU_RNA	RPE	RNA	M135	6		
M355_LU_RNA	RPE	RNA	M135	7		
M355_LU_RNA	RPE	RNA	M135	8		
M355_LU_RNA	RPE	RNA	M135	9		
M355_LU_RNA	RPE	RNA	M135	10		
M355_LU_RNA	RPE	RNA	M135	11		
M355_LU_RNA	RPE	RNA	M135	12		
M355_LU_RNA	RPE	RNA	M135	13		
M355_LU_RNA	RPE	RNA	M135	14		
M355_LU_RNA	RPE	RNA	M135	15		
M355_LU_RNA	RPE	RNA	M135	16		
M355_LU_RNA	RPE	RNA	M135	18		
M355_LU_RNA	RPE	RNA	M148	1		
M355_LU_RNA	RPE	RNA	M148	2		
M355_LU_RNA	RPE	RNA	M148	3		
M355_LU_RNA	RPE	RNA	M148	4		
M355_LU_RNA	RPE	RNA	M148	5		
M355_LU_RNA	RPE	RNA	M148	6		
M355_LU_RNA	RPE	RNA	M148	7		
M355_LU_RNA	RPE	RNA	M148	8		
M355_LU_RNA	RPE	RNA	M148	9		
M355_LU_RNA	RPE	RNA	M148	10		
M355_LU_RNA	RPE	RNA	M148	11		
M355_LU_RNA	RPE	RNA	M148	12		
M355_LU_RNA	RPE	RNA	M148	13		
M355_LU_RNA	RPE	RNA	M148	14		
M355_LU_RNA	RPE	RNA	M148	15		
M355_LU_RNA	RPE	RNA	M148	16		
M355_LU_RNA	RPE	RNA	M148	18		
M355_LU_RNA	RPE	RNA	M355	1		
M355_LU_RNA	RPE	RNA	M355	2		
M355_LU_RNA	RPE	RNA	M355	3		
M355_LU_RNA	RPE	RNA	M355	4		
M355_LU_RNA	RPE	RNA	M355	5		
M355_LU_RNA	RPE	RNA	M355	6		
M355_LU_RNA	RPE	RNA	M355	7		
M355_LU_RNA	RPE	RNA	M355	8		
M355_LU_RNA	RPE	RNA	M355	9		
M355_LU_RNA	RPE	RNA	M355	10		
M355_LU_RNA	RPE	RNA	M355	11		
M355_LU_RNA	RPE	RNA	M355	12		
M355_LU_RNA	RPE	RNA	M355	13		
M355_LU_RNA	RPE	RNA	M355	14		
M355_LU_RNA	RPE	RNA	M355	15		
M355_LU_RNA	RPE	RNA	M355	16		
M355_LU_RNA	RPE	RNA	M355	18		
M355_LU_RNA	SPL	RNA	M135	1		
M355_LU_RNA	SPL	RNA	M135	2		
M355_LU_RNA	SPL	RNA	M135	3		
M355_LU_RNA	SPL	RNA	M135	4		
M355_LU_RNA	SPL	RNA	M135	5		
M355_LU_RNA	SPL	RNA	M135	6		
M355_LU_RNA	SPL	RNA	M135	7		
M355_LU_RNA	SPL	RNA	M135	8		
M355_LU_RNA	SPL	RNA	M135	9		
M355_LU_RNA	SPL	RNA	M135	10		
M355_LU_RNA	SPL	RNA	M135	11		
M355_LU_RNA	SPL	RNA	M135	12		
M355_LU_RNA	SPL	RNA	M135	13		
M355_LU_RNA	SPL	RNA	M135	14		
M355_LU_RNA	SPL	RNA	M135	15		
M355_LU_RNA	SPL	RNA	M135	16		
M355_LU_RNA	SPL	RNA	M135	18		
M355_LU_RNA	SPL	RNA	M148	1		
M355_LU_RNA	SPL	RNA	M148	2		
M355_LU_RNA	SPL	RNA	M148	3		
M355_LU_RNA	SPL	RNA	M148	4		
M355_LU_RNA	SPL	RNA	M148	5		
M355_LU_RNA	SPL	RNA	M148	6		
M355_LU_RNA	SPL	RNA	M148	7		
M355_LU_RNA	SPL	RNA	M148	8		
M355_LU_RNA	SPL	RNA	M148	9		
M355_LU_RNA	SPL	RNA	M148	10		
M355_LU_RNA	SPL	RNA	M148	11		
M355_LU_RNA	SPL	RNA	M148	12		
M355_LU_RNA	SPL	RNA	M148	13		
M355_LU_RNA	SPL	RNA	M148	14		
M355_LU_RNA	SPL	RNA	M148	15		
M355_LU_RNA	SPL	RNA	M148	16		
M355_LU_RNA	SPL	RNA	M148	18		
M355_LU_RNA	SPL	RNA	M355	1		
M355_LU_RNA	SPL	RNA	M355	2		
M355_LU_RNA	SPL	RNA	M355	3		
M355_LU_RNA	SPL	RNA	M355	4		
M355_LU_RNA	SPL	RNA	M355	5		
M355_LU_RNA	SPL	RNA	M355	6		
M355_LU_RNA	SPL	RNA	M355	7		
M355_LU_RNA	SPL	RNA	M355	8		
M355_LU_RNA	SPL	RNA	M355	9		
M355_LU_RNA	SPL	RNA	M355	10		
M355_LU_RNA	SPL	RNA	M355	11		
M355_LU_RNA	SPL	RNA	M355	12		
M355_LU_RNA	SPL	RNA	M355	13		
M355_LU_RNA	SPL	RNA	M355	14		
M355_LU_RNA	SPL	RNA	M355	15		
M355_LU_RNA	SPL	RNA	M355	16		
M355_LU_RNA	SPL	RNA	M355	18		
M355_LU_RNA	THY	RNA	M135	1		
M355_LU_RNA	THY	RNA	M135	2		
M355_LU_RNA	THY	RNA	M135	3		
M355_LU_RNA	THY	RNA	M135	4		
M355_LU_RNA	THY	RNA	M135	5		
M355_LU_RNA	THY	RNA	M135	6		
M355_LU_RNA	THY	RNA	M135	7		
M355_LU_RNA	THY	RNA	M135	8		
M355_LU_RNA	THY	RNA	M135	9		
M355_LU_RNA	THY	RNA	M135	10		
M355_LU_RNA	THY	RNA	M135	11		
M355_LU_RNA	THY	RNA	M135	12		
M355_LU_RNA	THY	RNA	M135	13		
M355_LU_RNA	THY	RNA	M135	14		
M355_LU_RNA	THY	RNA	M135	15		
M355_LU_RNA	THY	RNA	M135	16		
M355_LU_RNA	THY	RNA	M135	18		
M355_LU_RNA	THY	RNA	M148	1		
M355_LU_RNA	THY	RNA	M148	2		
M355_LU_RNA	THY	RNA	M148	3		
M355_LU_RNA	THY	RNA	M148	4		
M355_LU_RNA	THY	RNA	M148	5		
M355_LU_RNA	THY	RNA	M148	6		
M355_LU_RNA	THY	RNA	M148	7		
M355_LU_RNA	THY	RNA	M148	8		
M355_LU_RNA	THY	RNA	M148	9		
M355_LU_RNA	THY	RNA	M148	10		
M355_LU_RNA	THY	RNA	M148	11		
M355_LU_RNA	THY	RNA	M148	12		
M355_LU_RNA	THY	RNA	M148	13		
M355_LU_RNA	THY	RNA	M148	14		
M355_LU_RNA	THY	RNA	M148	15		
M355_LU_RNA	THY	RNA	M148	16		
M355_LU_RNA	THY	RNA	M148	18		
M355_LU_RNA	THY	RNA	M355	1		
M355_LU_RNA	THY	RNA	M355	2		
M355_LU_RNA	THY	RNA	M355	3		
M355_LU_RNA	THY	RNA	M355	4		
M355_LU_RNA	THY	RNA	M355	5		
M355_LU_RNA	THY	RNA	M355	6		
M355_LU_RNA	THY	RNA	M355	7		
M355_LU_RNA	THY	RNA	M355	8		
M355_LU_RNA	THY	RNA	M355	9		
M355_LU_RNA	THY	RNA	M355	10		
M355_LU_RNA	THY	RNA	M355	11		
M355_LU_RNA	THY	RNA	M355	12		
M355_LU_RNA	THY	RNA	M355	13		
M355_LU_RNA	THY	RNA	M355	14		
M355_LU_RNA	THY	RNA	M355	15		
M355_LU_RNA	THY	RNA	M355	16		
M355_LU_RNA	THY	RNA	M355	18		
M355_RET_RNA	GON	RNA	M135	1		
M355_RET_RNA	GON	RNA	M135	2		
M355_RET_RNA	GON	RNA	M135	3		
M355_RET_RNA	GON	RNA	M135	4		
M355_RET_RNA	GON	RNA	M135	5		
M355_RET_RNA	GON	RNA	M135	6		
M355_RET_RNA	GON	RNA	M135	7		
M355_RET_RNA	GON	RNA	M135	8		
M355_RET_RNA	GON	RNA	M135	9		
M355_RET_RNA	GON	RNA	M135	10		
M355_RET_RNA	GON	RNA	M135	11		
M355_RET_RNA	GON	RNA	M135	12		
M355_RET_RNA	GON	RNA	M135	13		
M355_RET_RNA	GON	RNA	M135	14		
M355_RET_RNA	GON	RNA	M135	15		
M355_RET_RNA	GON	RNA	M135	16		
M355_RET_RNA	GON	RNA	M135	18		
M355_RET_RNA	GON	RNA	M148	1		
M355_RET_RNA	GON	RNA	M148	2		
M355_RET_RNA	GON	RNA	M148	3		
M355_RET_RNA	GON	RNA	M148	4		
M355_RET_RNA	GON	RNA	M148	5		
M355_RET_RNA	GON	RNA	M148	6		
M355_RET_RNA	GON	RNA	M148	7		
M355_RET_RNA	GON	RNA	M148	8		
M355_RET_RNA	GON	RNA	M148	9		
M355_RET_RNA	GON	RNA	M148	10		
M355_RET_RNA	GON	RNA	M148	11		
M355_RET_RNA	GON	RNA	M148	12		
M355_RET_RNA	GON	RNA	M148	13		
M355_RET_RNA	GON	RNA	M148	14		
M355_RET_RNA	GON	RNA	M148	15		
M355_RET_RNA	GON	RNA	M148	16		
M355_RET_RNA	GON	RNA	M148	18		
M355_RET_RNA	GON	RNA	M355	1		
M355_RET_RNA	GON	RNA	M355	2		
M355_RET_RNA	GON	RNA	M355	3		
M355_RET_RNA	GON	RNA	M355	4		
M355_RET_RNA	GON	RNA	M355	5		
M355_RET_RNA	GON	RNA	M355	6		
M355_RET_RNA	GON	RNA	M355	7		
M355_RET_RNA	GON	RNA	M355	8		
M355_RET_RNA	GON	RNA	M355	9		
M355_RET_RNA	GON	RNA	M355	10		
M355_RET_RNA	GON	RNA	M355	11		
M355_RET_RNA	GON	RNA	M355	12		
M355_RET_RNA	GON	RNA	M355	13		
M355_RET_RNA	GON	RNA	M355	14		
M355_RET_RNA	GON	RNA	M355	15		
M355_RET_RNA	GON	RNA	M355	16		
M355_RET_RNA	GON	RNA	M355	18		
M355_RET_RNA	KID	RNA	M135	1		
M355_RET_RNA	KID	RNA	M135	2		
M355_RET_RNA	KID	RNA	M135	3		
M355_RET_RNA	KID	RNA	M135	4		
M355_RET_RNA	KID	RNA	M135	5		
M355_RET_RNA	KID	RNA	M135	6		
M355_RET_RNA	KID	RNA	M135	7		
M355_RET_RNA	KID	RNA	M135	8		
M355_RET_RNA	KID	RNA	M135	9		
M355_RET_RNA	KID	RNA	M135	10		
M355_RET_RNA	KID	RNA	M135	11		
M355_RET_RNA	KID	RNA	M135	12		
M355_RET_RNA	KID	RNA	M135	13		
M355_RET_RNA	KID	RNA	M135	14		
M355_RET_RNA	KID	RNA	M135	15		
M355_RET_RNA	KID	RNA	M135	16		
M355_RET_RNA	KID	RNA	M135	18		
M355_RET_RNA	KID	RNA	M148	1		
M355_RET_RNA	KID	RNA	M148	2		
M355_RET_RNA	KID	RNA	M148	3		
M355_RET_RNA	KID	RNA	M148	4		
M355_RET_RNA	KID	RNA	M148	5		
M355_RET_RNA	KID	RNA	M148	6		
M355_RET_RNA	KID	RNA	M148	7		
M355_RET_RNA	KID	RNA	M148	8		
M355_RET_RNA	KID	RNA	M148	9		
M355_RET_RNA	KID	RNA	M148	10		
M355_RET_RNA	KID	RNA	M148	11		
M355_RET_RNA	KID	RNA	M148	12		
M355_RET_RNA	KID	RNA	M148	13		
M355_RET_RNA	KID	RNA	M148	14		
M355_RET_RNA	KID	RNA	M148	15		
M355_RET_RNA	KID	RNA	M148	16		
M355_RET_RNA	KID	RNA	M148	18		
M355_RET_RNA	KID	RNA	M355	1		
M355_RET_RNA	KID	RNA	M355	2		
M355_RET_RNA	KID	RNA	M355	3		
M355_RET_RNA	KID	RNA	M355	4		
M355_RET_RNA	KID	RNA	M355	5		
M355_RET_RNA	KID	RNA	M355	6		
M355_RET_RNA	KID	RNA	M355	7		
M355_RET_RNA	KID	RNA	M355	8		
M355_RET_RNA	KID	RNA	M355	9		
M355_RET_RNA	KID	RNA	M355	10		
M355_RET_RNA	KID	RNA	M355	11		
M355_RET_RNA	KID	RNA	M355	12		
M355_RET_RNA	KID	RNA	M355	13		
M355_RET_RNA	KID	RNA	M355	14		
M355_RET_RNA	KID	RNA	M355	15		
M355_RET_RNA	KID	RNA	M355	16		
M355_RET_RNA	KID	RNA	M355	18		
M355_RET_RNA	LU	RNA	M135	1		
M355_RET_RNA	LU	RNA	M135	2		
M355_RET_RNA	LU	RNA	M135	3		
M355_RET_RNA	LU	RNA	M135	4		
M355_RET_RNA	LU	RNA	M135	5		
M355_RET_RNA	LU	RNA	M135	6		
M355_RET_RNA	LU	RNA	M135	7		
M355_RET_RNA	LU	RNA	M135	8		
M355_RET_RNA	LU	RNA	M135	9		
M355_RET_RNA	LU	RNA	M135	10		
M355_RET_RNA	LU	RNA	M135	11		
M355_RET_RNA	LU	RNA	M135	12		
M355_RET_RNA	LU	RNA	M135	13		
M355_RET_RNA	LU	RNA	M135	14		
M355_RET_RNA	LU	RNA	M135	15		
M355_RET_RNA	LU	RNA	M135	16		
M355_RET_RNA	LU	RNA	M135	18		
M355_RET_RNA	LU	RNA	M148	1		
M355_RET_RNA	LU	RNA	M148	2		
M355_RET_RNA	LU	RNA	M148	3		
M355_RET_RNA	LU	RNA	M148	4		
M355_RET_RNA	LU	RNA	M148	5		
M355_RET_RNA	LU	RNA	M148	6		
M355_RET_RNA	LU	RNA	M148	7		
M355_RET_RNA	LU	RNA	M148	8		
M355_RET_RNA	LU	RNA	M148	9		
M355_RET_RNA	LU	RNA	M148	10		
M355_RET_RNA	LU	RNA	M148	11		
M355_RET_RNA	LU	RNA	M148	12		
M355_RET_RNA	LU	RNA	M148	13		
M355_RET_RNA	LU	RNA	M148	14		
M355_RET_RNA	LU	RNA	M148	15		
M355_RET_RNA	LU	RNA	M148	16		
M355_RET_RNA	LU	RNA	M148	18		
M355_RET_RNA	LU	RNA	M355	1		
M355_RET_RNA	LU	RNA	M355	2		
M355_RET_RNA	LU	RNA	M355	3		
M355_RET_RNA	LU	RNA	M355	4		
M355_RET_RNA	LU	RNA	M355	5		
M355_RET_RNA	LU	RNA	M355	6		
M355_RET_RNA	LU	RNA	M355	7		
M355_RET_RNA	LU	RNA	M355	8		
