Muscle_hFXN_vL	0.991	383547	380116	6450	373640	852
FC57_L_Muscle_hFXN_HRT_RNA	0.988	167910	165934	3511	162472	815
FC57_R_Muscle_hFXN_DIA_RNA	0.991	341765	338540	7793	329784	925
FC57_L_Muscle_hFXN_AB_RNA	0.987	354357	349758	4177	345497	904
FC57_R_Muscle_hFXN_AB_RNA	0.987	377971	373094	4994	367702	939
FC57_L_Muscle_hFXN_QUA_RNA	0.989	383602	379479	5777	372028	863
FC57_L_Muscle_hFXN_GA_RNA	0.990	411868	407834	5654	400359	851
FC57_L_Muscle_hFXN_DIA_RNA	0.991	469196	464888	8752	454766	973
FC57_L_Muscle_hFXN_TA_RNA	0.990	476553	471818	7006	463604	959
FC57_R_Muscle_hFXN_HRT_RNA	0.988	165969	163981	3686	160298	821
FC57_L_Muscle_hFXN_LIV_RNA	0.988	508729	502456	8319	492788	854
FC57_R_Muscle_hFXN_GA_RNA	0.990	350262	346760	5658	339501	817
FC57_R_Muscle_hFXN_QUA_RNA	0.989	307528	304127	5543	297185	823
FC57_L_Muscle_hFXN_TRI_RNA	0.991	451540	447370	7367	438115	899
FC57_R_Muscle_hFXN_TRI_RNA	0.990	352966	349580	6858	341283	884
FC57_R_Muscle_hFXN_TA_RNA	0.990	367467	363791	6772	355195	825
FC57_R_Muscle_hFXN_LIV_RNA	0.987	443907	438300	8043	429065	854
MC57_L_Muscle_hFXN_HRT_RNA	0.988	132181	130627	2980	127716	796
MC57_L_Muscle_hFXN_DIA_RNA	0.991	292917	290279	6231	283813	901
MC57_L_Muscle_hFXN_GA_RNA	0.990	351932	348569	4225	343939	888
MC57_L_Muscle_hFXN_LIV_RNA	0.988	389419	384590	6757	377363	852
MC57_R_Muscle_hFXN_AB_RNA	0.988	177573	175488	2972	172237	820
MC57_L_Muscle_hFXN_AB_RNA	0.988	474104	468179	4904	463472	910
MC57_R_Muscle_hFXN_GA_RNA	0.990	148584	147125	2789	144024	757
MC57_R_Muscle_hFXN_QUA_RNA	0.990	159758	158114	3203	154693	805
MC57_R_Muscle_hFXN_DIA_RNA	0.991	304028	301228	7135	293191	871
MC57_L_Muscle_hFXN_TA_RNA	0.990	427143	422914	5983	416527	929
MC57_L_Muscle_hFXN_QUA_RNA	0.990	459944	455130	5757	448655	998
MC57_R_Muscle_hFXN_HRT_RNA	0.987	228256	225369	4535	220171	770
MC57_R_Muscle_hFXN_TRI_RNA	0.991	177667	175989	3696	172203	790
MC57_L_Muscle_hFXN_TRI_RNA	0.991	457329	453047	6744	446051	841
MC57_R_Muscle_hFXN_TA_RNA	0.989	253998	251249	4317	246899	853
MC57_R_Muscle_hFXN_LIV_RNA	0.987	363921	359314	6927	352003	849
